Sample,,,,,,,SOTALOL HYDROCHLORIDE Results,,IS_SPARTEINE Results,,GALANTAMINE Results,,NALOXONE HYDROCHLORIDE Results,,FENSPIRIDE HYDROCHLORIDE Results,,PIDOTIMOD Results,,CLONIDINE HYDROCHLORIDE Results,,SUMATRIPTAN SUCCINATE Results,,NEOSTIGMINE BROMIDE Results,,TINIDAZOLE Results,,ROXATIDINE ACETATE HYDROCHLORIDE Results,,IS_EMETINE Results,,FAMCICLOVIR Results,,ZIDOVUDINE [AZT] Results,,IS_CAFFEINE Results,,IS_YOHIMBINE Results,,IS_SULFAMETHOXAZOLE Results,,BRIVUDINE Results,,DIACETAMATE Results,,IS_EYTHROMYCINE Results,,VILAZODONE HYDROCHLORIDE Results,,PHENAZOPYRIDINE HYDROCHLORIDE Results,,OMEPRAZOLE Results,,DILTIAZEM HYDROCHLORIDE Results,,PERICIAZINE Results,,PANTOPRAZOLE Results,,ERGOTAMINE TARTRATE Results,,FLUOXETINE Results,,RAMIPRIL Results,,BENAZEPRIL HYDROCHLORIDE Results,,ENTACAPONE Results,,METAXALONE Results,,MEBENDAZOLE Results,,RILUZOLE Results,,CETIRIZINE HYDROCHLORIDE Results,,QUINAPRIL HYDROCHLORIDE Results,,DICYCLOMINE HYDROCHLORIDE Results,,PRANOPROFEN Results,,FAMPROFAZONE Results,,TOLAZAMIDE Results,,BISACODYL Results,,CARISOPRODOL Results,,TRANDOLAPRIL Results,,KETOROLAC TROMETHAMINE Results,,VORICONAZOLE Results,,TELMISARTAN Results,,GRISEOFULVIN Results,,RAMELTEON Results,,IS_MIFEPRISTONE Results,,BICALUTAMIDE Results,,LOSARTAN Results,,IRBESARTAN Results,,EZETIMIBE Results,,REPAGLINIDE Results,,DEFLAZACORT Results,,ARTEMISININ Results,,SULFASALAZINE Results,,NITRENDIPINE Results,,DIFLORASONE DIACETATE Results,,VALSARTAN Results,,RACECADOTRIL Results,,LEVONORGESTREL Results,,ETODOLAC Results,,TRANILAST Results,,OXAPROZIN Results,,PACLITAXEL Results,,CYPROTERONE ACETATE Results,,INDOMETHACIN Results,,NORETHINDRONE ACETATE Results,,NATEGLINIDE Results,,DANAZOL Results,,IS_IPRIFLAVONE Results,,RITONAVIR Results,,LOVASTATIN Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
,!,MZ009F-Plate1-L067-OD333-T08,MZ009F-Plate1-L067-OD333-T08.d,Sample,,10/18/17 20:29,0.978,3898025,1.034,5054649,1.068,5987265,1.168,3443648,1.168,4854885,1.303,238955,1.191,7642216,1.247,3308873,1.179,2272953,1.672,65436,1.828,19758,1.582,4117894,1.974,5937621,1.817,16343,1.996,1259653,1.963,10612259,2.242,4324633,2.097,22914,2.365,25792,2.466,1828887,2.567,5814922,2.621,6111027,2.902,4455238,2.813,17268702,2.835,10762338,3.115,10042403,3.193,38552,3.171,5262209,3.4,22565101,3.506,1474077,3.529,85105,3.495,3867250,3.618,4264580,3.63,7274638,3.596,7281288,3.596,10171260,3.697,10541,3.641,3798060,3.708,14671669,3.708,26840713,4.01,4586,3.753,1475333,3.719,10230099,3.786,4101750,3.809,4093106,3.764,8887103,3.82,12582803,3.876,12950504,3.853,7775887,3.976,853184,4.021,10093884,4.077,17849702,4.111,344774,4.144,19202296,4.167,10393680,4.614,2946,4.413,11204,4.357,1197151,4.368,11989124,4.424,8964259,4.122,27588,4.435,12352996,4.469,1588352,4.401,302939,4.502,17809725,4.58,335024,4.603,12267452,4.614,3332780,4.67,10822840,4.804,10548426,4.659,1966,4.782,14215378,4.882,12423248,5.028,4888866
,!,MZ009F-Plate1-L068-OD333-T08,MZ009F-Plate1-L068-OD333-T08.d,Sample,,10/18/17 20:35,0.985,2592447,1.041,3796884,1.063,4002735,1.164,3605832,1.164,4906814,1.309,244749,1.186,7339951,1.242,3187288,1.186,2291731,1.679,81596,2.059,30040,1.578,4169333,1.981,6528336,1.88,5998,2.003,1345620,1.97,10041143,2.238,4452264,2.093,23414,2.372,25010,2.473,1814336,2.574,6560372,2.596,6354919,2.909,4250652,2.82,16130378,2.842,10099536,3.122,9687477,3.189,40785,3.178,5181013,3.407,21634136,3.502,1385695,3.536,101186,3.513,3702447,3.614,3791613,3.636,7151793,3.603,6812400,3.603,9697774,3.558,563,3.648,4057354,3.704,13947256,3.704,23657271,4.017,4723,3.748,1562904,3.726,9628463,3.782,4516948,3.815,3927415,3.76,9032048,3.827,11973268,3.883,12028018,3.86,7366639,3.983,797464,4.028,9481364,4.095,17799104,4.118,244940,4.151,19150306,4.162,12558515,4.229,10496,4.408,10733,4.364,1156785,4.375,10826206,4.431,8199810,4.129,18162,4.442,11269037,4.487,1628961,4.42,299688,4.509,15865349,4.587,301091,4.61,11103778,4.632,3444429,4.677,10357123,4.811,9564515,4.845,3702,4.789,13260520,4.878,11138695,5.035,4431934
,!,MZ009F-Plate1-L069-OD333-T08,MZ009F-Plate1-L069-OD333-T08.d,Sample,,10/18/17 20:42,0.986,2529641,1.042,3452970,1.064,3996798,1.165,3569707,1.165,4928258,1.299,252782,1.187,7169696,1.243,3205872,1.176,2084438,1.679,92061,1.746,18525,1.579,4213779,1.97,7066503,1.802,19565,1.993,1259446,1.97,10556758,2.239,4472590,2.093,22592,2.362,28195,2.462,1727795,2.574,6283922,2.597,5621184,2.91,4247249,2.82,15959644,2.832,10097735,3.122,9490652,3.178,34701,3.167,4969883,3.401,21193817,3.503,1387285,3.525,104756,3.503,3749289,3.615,4029959,3.637,6566238,3.592,7372388,3.604,10041805,3.704,9287,3.637,3787282,3.704,13890928,3.704,26679453,4.029,5859,3.749,1515890,3.727,9830616,3.783,4131947,3.816,3751296,3.76,8660291,3.827,11948639,3.883,11910465,3.861,7917011,3.984,790047,4.017,9499758,4.085,19121643,4.107,200822,4.152,19090067,4.163,12125158,4.219,3960,4.409,10577,4.353,1115539,4.364,11284169,4.431,8574108,4.118,15716,4.431,11386461,4.476,1518370,4.409,303011,4.499,16630920,4.588,327183,4.599,11256333,4.622,3408167,4.666,10199598,4.801,9818089,4.912,7538,4.789,14279923,4.879,11293394,5.036,4794526
!,!,MZ009F-Plate1-L070-OD333-T08,MZ009F-Plate1-L070-OD333-T08.d,Sample,,10/18/17 20:48,0.986,2234834,1.053,3566504,1.075,3609406,1.176,3777011,1.165,5424762,1.31,267388,1.187,7983127,1.254,3360452,1.187,1941431,1.679,84160,2.06,32405,1.59,4384818,1.981,6617567,1.802,24131,2.004,1350702,1.97,10529528,2.239,4380702,2.093,27024,2.373,21106,2.474,2090642,2.574,6420103,2.597,6522299,2.91,4601115,2.82,16851498,2.843,10295259,3.122,10159489,3.19,62629,3.167,5065932,3.413,22801370,3.503,1472462,3.536,122125,3.503,3820759,3.615,3897409,3.648,7657720,3.603,6866516,3.603,10138711,3.704,3656,3.648,4122623,3.704,14364284,3.715,24099464,4.017,5665,3.749,1632032,3.726,10064691,3.782,4644311,3.816,4233976,3.771,8715925,3.827,12577402,3.894,12809995,3.861,8830325,3.984,803504,4.029,10046433,4.096,19476645,4.118,160399,4.152,20218723,4.163,13448340,,,4.409,10424,4.364,1132233,4.364,11160271,4.431,8445677,4.118,11817,4.442,11780436,4.487,1717158,4.409,333289,4.51,15995535,4.588,317851,4.61,11748615,4.621,3601946,4.677,10564969,4.812,9824707,5.002,6053,4.789,14595327,4.879,10585514,5.035,4501541
,!,MZ009F-Plate1-L071-OD333-T08,MZ009F-Plate1-L071-OD333-T08.d,Sample,,10/18/17 20:55,0.974,2644550,1.041,2980285,1.063,4219441,1.164,3606542,1.153,5015930,1.298,249456,1.175,7347948,1.242,3048595,1.175,1879386,1.678,177184,1.813,50429,1.578,4176761,1.969,7181423,2.048,7785,1.992,1127428,1.969,9715731,2.238,4285087,2.092,23811,2.372,22863,2.473,1687864,2.562,6072920,2.596,5739674,2.909,4416467,2.82,14015298,2.831,9926121,3.122,9911031,3.166,68850,3.166,4868492,3.401,21661986,3.502,1399184,3.536,168909,3.502,3837825,3.614,3774957,3.636,6533490,3.603,7358736,3.603,9975928,3.715,4455,3.636,3812492,3.703,13146749,3.703,27078562,4.017,4553,3.748,1553008,3.726,10032208,3.782,4267162,3.815,3912120,3.759,8140718,3.826,11855701,3.882,12131423,3.86,7524658,3.983,813877,4.017,9574055,4.084,20524961,4.117,149673,4.151,19057148,4.162,13236243,4.587,7651,4.419,7237,4.352,1066724,4.363,11306510,4.431,8785014,4.397,7840,4.431,11601976,4.475,1535929,4.408,325340,4.498,16258984,4.587,306826,4.598,11084347,4.621,3349430,4.666,10077964,4.8,9842270,4.979,1397,4.777,13838541,4.878,10671612,5.024,4558921
,!,MZ009F-Plate1-L072-OD333-T08,MZ009F-Plate1-L072-OD333-T08.d,Sample,,10/18/17 21:01,0.985,2470344,1.052,3281530,1.075,3520985,1.176,3722205,1.164,5280731,1.31,266834,1.198,7585308,1.254,3300501,1.187,2190112,1.679,45316,2.059,33730,1.589,4017491,1.981,6840569,1.813,15828,2.003,1238255,1.97,9573921,2.238,3948692,2.104,23423,2.373,23110,2.473,1947837,2.574,5916473,2.596,5898623,2.91,4369222,2.82,16171030,2.842,9903226,3.122,9795535,3.178,25442,3.167,5006544,3.404,22571489,3.503,1438748,3.536,85941,3.503,3713362,3.614,3718846,3.637,7265324,3.603,6775518,3.603,9894273,3.704,6722,3.648,4222605,3.704,13393651,3.704,24018241,4.028,3820,3.749,1597764,3.726,10044426,3.782,4654555,3.816,4163865,3.771,8653969,3.827,12277297,3.894,12362468,3.861,7651369,3.995,773182,4.028,9818781,4.096,19968796,4.118,123503,4.151,19943144,4.163,13704385,4.23,4454,4.42,10571,4.364,1017250,4.375,10851876,4.431,8563929,4.196,5013,4.442,11191458,4.487,1672721,4.409,339325,4.509,15785337,4.588,316359,4.61,10841784,4.621,3482398,4.677,9894948,4.812,9686080,4.7,5573,4.789,13364446,4.879,10366621,5.035,4121431
,!,MZ009F-Plate1-L073-OD333-T08,MZ009F-Plate1-L073-OD333-T08.d,Sample,,10/18/17 21:07,0.966,2352510,1.044,3028008,1.055,4001731,1.167,3622073,1.156,4987847,1.301,251553,1.178,7382192,1.245,3117295,1.178,2040393,1.67,25156,2.051,32510,1.581,3691470,1.972,6792929,1.805,12879,1.995,1166800,1.961,9769235,2.23,4110535,2.084,21023,2.364,29537,2.465,2194051,2.576,5168504,2.599,5421386,2.912,4130515,2.823,16238703,2.834,9896539,3.125,9363583,3.203,28585,3.169,4905378,3.404,21773389,3.505,1397835,3.539,66788,3.505,3954049,3.617,4030796,3.639,6562450,3.594,6804750,3.606,9885652,3.706,1932,3.639,3750879,3.706,13817591,3.695,27276175,4.008,4766,3.751,1542525,3.718,10039077,3.785,4150341,3.807,3888241,3.762,8119666,3.818,12170611,3.874,12357103,3.852,7073949,3.986,780128,4.02,9526807,4.087,20961049,4.109,121192,4.143,19533576,4.154,13450777,4.21,2956,4.4,9721,4.355,1024166,4.366,11512934,4.422,8377278,4.176,5720,4.434,11529898,4.478,1505507,4.4,305476,4.501,16170041,4.59,305476,4.601,11164147,4.624,3143115,4.668,9745145,4.803,9394897,4.769,35090,4.78,12642174,4.881,10611452,5.027,4660384
,!,MZ009F-Plate1-L074-OD333-T08,MZ009F-Plate1-L074-OD333-T08.d,Sample,,10/18/17 21:14,0.996,2033668,1.063,2818755,1.086,2942610,1.175,3349943,1.175,4890661,1.309,232953,1.197,6761707,1.253,2841110,1.197,1446320,1.69,39283,2.059,22950,1.589,3244680,1.981,5836052,1.779,13869,2.003,1137075,1.969,9108135,2.238,3876946,2.104,23639,2.372,29244,2.473,1818138,2.574,5712967,2.596,5731482,2.909,3799478,2.82,14807663,2.842,9445005,3.122,8658207,3.189,23943,3.178,5052827,3.401,19900671,3.502,1302747,3.536,55258,3.513,3565156,3.614,3584549,3.636,6981119,3.603,6645235,3.603,9208340,3.737,1190,3.648,3689645,3.703,13394080,3.703,22488553,4.028,6184,3.748,1463924,3.726,9295777,3.782,3934472,3.815,3635055,3.759,8421801,3.827,10685264,3.882,11058070,3.86,6670550,3.983,655477,4.017,8628631,4.095,18785997,4.117,154183,4.151,18261729,4.162,12061036,4.229,10215,4.408,8961,4.364,959048,4.375,9524265,4.431,6867248,4.117,9049,4.442,10378414,4.487,1392419,4.419,275682,4.509,13937311,4.587,246950,4.61,9697738,4.632,2724322,4.677,8724056,4.811,7894307,4.99,4865,4.789,11266333,4.878,9446616,5.035,4076180
!,!,MZ009F-Plate1-L075-OD333-T08,MZ009F-Plate1-L075-OD333-T08.d,Sample,,10/18/17 21:20,0.965,2185094,1.032,2745578,1.055,3339144,1.155,3381295,1.155,5231848,1.29,251903,1.178,7296822,1.245,2984405,1.178,1665108,1.681,37225,1.827,12844,1.581,3905512,1.972,6425583,1.804,19562,1.995,1171335,1.961,10233753,2.23,4088977,2.095,24713,2.364,31824,2.476,1634497,2.576,6238516,2.599,4964725,2.901,4193898,2.822,15635882,2.834,10564351,3.113,9164629,3.203,29238,3.169,5324172,3.404,20849066,3.494,1325422,3.527,64622,3.494,3782463,3.617,3976125,3.639,6994217,3.594,7020635,3.606,9616928,3.74,3074,3.639,3541265,3.706,14175630,3.706,25143532,3.997,3701,3.751,1427423,3.717,9495242,3.785,3651062,3.818,3710897,3.762,8154168,3.818,11385750,3.885,12234634,3.852,7222742,3.986,656317,4.019,9199859,4.087,19755352,4.109,240623,4.143,19363415,4.165,11735427,,,4.411,10140,4.355,1080325,4.366,10871309,4.422,7610638,4.154,5126,4.433,11984082,4.478,1356884,4.411,278778,4.501,15938773,4.579,270472,4.601,11100170,4.624,2906247,4.668,9730622,4.803,8663534,4.803,6048,4.78,13273863,4.881,10935909,5.026,4706110
,!,MZ009F-Plate1-L076-OD333-T08,MZ009F-Plate1-L076-OD333-T08.d,Sample,,10/18/17 21:27,0.996,2115324,1.063,2848917,1.086,2931450,1.175,3423495,1.175,4953403,1.321,246374,1.198,6833276,1.254,2967753,1.198,1730835,1.69,62582,1.835,12804,1.589,3672749,1.981,5838541,2.037,3224,2.003,1123063,1.97,9309312,2.238,4118450,2.104,22530,2.372,23746,2.473,1612353,2.574,5668613,2.596,5825383,2.909,3894489,2.82,15253068,2.842,9728681,3.122,8717169,3.189,43814,3.178,5000351,3.404,20036994,3.502,1291594,3.536,70643,3.502,3354968,3.614,3441243,3.637,7032452,3.603,6468859,3.603,8961278,3.737,1149,3.648,3621621,3.704,13264873,3.704,21922885,4.028,4340,3.748,1440007,3.726,9249097,3.782,3870223,3.816,3679275,3.76,8231853,3.827,10551074,3.883,10930121,3.86,6610536,3.983,633961,4.017,8772322,4.084,18596616,4.118,219841,4.151,18367190,4.162,11676547,4.218,9066,4.42,7501,4.364,1000717,4.375,9636054,4.431,6924914,4.118,14635,4.442,10118872,4.487,1426823,4.408,267157,4.509,14018885,4.587,243934,4.61,9796955,4.621,2783890,4.677,5272763,4.811,7867869,4.845,10639,4.789,11120486,4.878,9677690,5.035,4006898
,!,MZ009F-Plate1-L077-OD333-T08,MZ009F-Plate1-L077-OD333-T08.d,Sample,,10/18/17 21:33,0.987,2407519,1.055,3113566,1.066,3953019,1.166,3383790,1.166,4892870,1.312,240486,1.189,6942187,1.245,2884946,1.189,1862794,1.681,53981,1.827,4541,1.58,3955891,1.972,6252759,1.782,15431,1.994,1180783,1.972,9984209,2.24,4112513,2.095,20004,2.263,20143,2.464,1835036,2.565,5214290,2.61,5070558,2.912,4046645,2.822,14739969,2.833,9145837,3.124,8957680,3.169,57276,3.169,4595609,3.398,20425142,3.493,1268114,3.527,70569,3.505,3464870,3.616,3732000,3.639,6333688,3.605,6651758,3.609,9392559,3.706,9409,3.639,3402979,3.706,12620548,3.706,25174502,4.008,3784,3.751,1392842,3.728,9452037,3.784,3468772,3.818,3578070,3.762,7848252,3.818,10560074,3.885,11469284,3.851,7195534,3.974,612030,4.019,8817265,4.086,18660029,4.109,300054,4.142,17764924,4.165,10697099,3.952,5367,4.4,9586,4.355,974344,4.366,9742999,4.422,7332663,4.109,12324,4.433,10684150,4.478,1319007,4.4,253317,4.5,14785494,4.59,256113,4.601,10013223,4.612,2669723,4.668,8081108,4.802,8145882,4.858,12118,4.78,12574350,4.881,9385865,5.026,4099160
!,!,MZ009F-Plate1-L078-OD333-T08,MZ009F-Plate1-L078-OD333-T08.d,Sample,,10/18/17 21:40,0.988,2040679,1.055,2696988,1.078,3010904,1.178,3368865,1.167,4719164,1.313,232589,1.201,6251092,1.257,2838749,1.19,1781523,1.682,68062,2.062,28244,1.592,3562384,1.973,4846096,1.805,12701,1.995,1180401,1.973,8912132,2.241,3903163,2.096,22376,2.375,18477,2.476,1623967,2.566,5335190,2.599,5431708,2.912,3748180,2.823,10600371,2.834,9297722,3.125,8425894,3.17,52353,3.17,4618214,3.401,19044546,3.505,1207041,3.539,76429,3.505,3317940,3.617,3280581,3.64,6370417,3.606,6280483,3.606,8537409,3.684,865,3.64,3530046,3.696,12399123,3.707,21864066,4.02,5998,3.752,1392524,3.729,8845711,3.785,3719589,3.819,3458083,3.763,8014504,3.83,10034832,3.886,10657823,3.852,7152335,3.986,603565,4.02,8265699,4.087,17052490,4.121,303423,4.143,16530701,4.165,10318260,,,4.412,9188,4.356,904332,4.367,8611208,4.423,6498656,4.322,2598,4.445,10149172,4.479,1297519,4.412,256441,4.501,13070029,4.591,234321,4.602,9380799,4.624,2478839,4.68,8046653,4.803,7406493,4.68,5727,4.792,11532851,4.882,8910504,5.038,3686804
,!,MZ009F-Plate1-L079-OD333-T08,MZ009F-Plate1-L079-OD333-T08.d,Sample,,10/18/17 21:46,0.974,2398082,1.042,2958303,1.064,3458601,1.165,3523658,1.153,4888891,1.299,238450,1.176,6922943,1.243,3070932,1.176,1501974,1.668,66173,2.06,27358,1.579,3926861,1.97,6470678,1.791,22803,1.993,1138973,1.97,10063213,2.239,4260439,2.082,25600,2.362,24630,2.474,1775323,2.574,5569944,2.597,5542790,2.91,3940079,2.82,15195283,2.832,9692848,3.123,9141763,3.201,35142,3.167,4711893,3.402,20612235,3.503,1214018,3.536,73051,3.503,3532953,3.615,3579669,3.637,6095931,3.592,6755840,3.604,9079058,3.727,2090,3.637,3478532,3.693,13093440,3.704,25257664,4.018,4972,3.749,1467957,3.727,9258803,3.783,3643209,3.816,3512659,3.76,7854904,3.816,11102231,3.883,11886002,3.85,7615043,3.984,630670,4.018,8657763,4.085,17431304,4.107,394288,4.141,17259352,4.163,9955563,4.577,4361,4.409,7037,4.353,959835,4.364,10141514,4.431,7019323,4.107,18068,4.443,10967401,4.476,1296106,4.409,250783,4.499,14529115,4.588,266338,4.599,10282356,4.622,2358458,4.678,8195679,4.801,8247976,4.857,18688,4.778,13149544,4.879,10258505,5.024,4191571
,!,MZ009F-Plate1-L080-OD333-T08,MZ009F-Plate1-L080-OD333-T08.d,Sample,,10/18/17 21:53,0.998,2457104,1.065,3026604,1.087,3372103,1.177,3637688,1.177,5078585,1.311,261762,1.199,7363118,1.255,3270266,1.188,2202381,1.68,64516,1.837,20546,1.591,4147024,1.982,5790135,1.825,15171,2.004,1234307,1.971,9431453,2.239,3853581,2.105,23028,2.374,19871,2.474,1950231,2.575,5707248,2.597,6009039,2.911,4274859,2.821,8412289,2.844,10559770,3.123,9726558,3.179,55108,3.179,4734155,3.403,21865861,3.504,1333925,3.537,92416,3.504,3384855,3.615,3436784,3.638,6922431,3.604,6673879,3.604,9423430,3.705,5974,3.649,3949821,3.705,13400872,3.705,22827503,4.029,4457,3.761,1509958,3.727,9585524,3.783,4102590,3.817,4049226,3.761,8215810,3.828,11656736,3.884,12307370,3.862,6835463,3.985,640271,4.018,9314431,4.085,20377825,4.119,139252,4.152,20145379,4.164,12176714,4.208,6236,4.41,6674,4.354,1031802,4.365,9887413,4.432,7245504,4.119,6742,4.443,11287371,4.477,1441810,4.41,283880,4.51,14451851,4.589,267537,4.611,10752985,4.622,2691228,4.678,8738062,4.812,8652300,4.846,8407,4.79,12488757,4.88,10246502,5.036,4018070
,!,MZ009F-Plate1-L081-OD333-T08,MZ009F-Plate1-L081-OD333-T08.d,Sample,,10/18/17 21:59,0.976,2460597,1.043,2974974,1.065,3345044,1.166,3565211,1.166,5339654,1.3,255243,1.177,7078531,1.244,3191082,1.177,2026287,1.669,81412,2.05,32693,1.58,4441557,1.971,5622903,1.781,15991,1.994,1085071,1.971,10366147,2.229,4409815,2.095,21303,2.363,21956,2.464,1670666,2.564,5811672,2.598,5754417,2.9,4102000,2.822,15565346,2.833,10002404,3.113,9508036,3.191,21665,3.169,4798186,3.4,21049206,3.493,1221284,3.538,82678,3.504,3610629,3.616,3671168,3.627,6197773,3.594,6722415,3.605,8912251,3.952,766,3.638,3562951,3.694,13239385,3.706,25692326,4.008,4449,3.75,1470324,3.717,9595952,3.784,3715058,3.817,3816825,3.761,7601262,3.829,11531705,3.884,12441915,3.851,7290807,3.985,641346,4.019,9087454,4.086,20387900,4.108,138501,4.142,19067654,4.164,12267043,4.287,2685,4.399,9619,4.354,993474,4.366,10224038,4.421,7147958,4.175,5879,4.433,11471773,4.477,1280541,4.399,264398,4.5,15018750,4.589,267942,4.6,10923458,4.623,2446574,4.668,8480950,4.802,8653216,4.835,7864,4.779,12970013,4.88,10833698,5.026,4170161
,!,MZ009F-Plate1-L082-OD333-T08,MZ009F-Plate1-L082-OD333-T08.d,Sample,,10/18/17 22:05,0.986,2080023,1.053,2529270,1.075,2735927,1.176,3434508,1.165,5295991,1.31,233630,1.187,6668549,1.254,2958334,1.187,1677018,1.68,39316,1.836,16504,1.59,3790522,1.982,5561963,1.803,20723,2.004,1156269,1.97,9526556,2.239,4219832,2.105,20286,2.373,20123,2.474,1635523,2.575,5769909,2.597,6158451,2.91,3946646,2.821,14784532,2.843,9714207,3.123,8916207,3.179,24665,3.167,4840496,3.414,20249397,3.503,1233204,3.537,53137,3.503,3522186,3.615,3595977,3.637,6649241,3.604,6677832,3.604,8928901,3.783,698,3.649,3780793,3.704,13591508,3.704,22298952,4.018,3651,3.749,1488252,3.727,9499158,3.783,3955042,3.816,3808693,3.76,8259205,3.828,11216615,3.883,11583726,3.861,6878365,3.984,614100,4.018,8605627,4.085,18903103,4.118,117286,4.152,18834934,4.163,12125553,4.208,5222,4.409,7857,4.353,958078,4.365,9486712,4.432,6326890,4.118,11547,4.443,11105855,4.476,1309352,4.409,274612,4.51,14176766,4.588,251437,4.611,10213253,4.622,2527141,4.678,8307500,4.812,8074071,4.846,13203,4.79,12062796,4.879,10322070,5.036,3885047
,!,MZ009F-Plate1-L083-OD333-T08,MZ009F-Plate1-L083-OD333-T08.d,Sample,,10/18/17 22:12,0.975,2246665,1.031,2735326,1.065,3335448,1.166,3550023,1.154,5200997,1.3,245371,1.188,6757698,1.244,3071835,1.177,1631324,1.669,65872,2.061,28237,1.58,4183976,1.971,6355079,1.792,19823,1.993,1121129,1.96,10351260,2.228,4382305,2.083,20303,2.363,24502,2.463,1651830,2.575,5913614,2.598,5705220,2.9,4039935,2.821,14994750,2.833,9827819,3.112,9133534,3.168,55927,3.168,4713134,3.403,20499494,3.493,1207157,3.526,59017,3.504,3635049,3.616,3766097,3.638,6006873,3.604,7046117,3.608,9316789,3.739,2449,3.638,3530676,3.694,13348112,3.705,25387333,3.672,1056,3.75,1445855,3.727,9547291,3.783,3647287,3.817,3625358,3.761,7560524,3.828,11149844,3.884,11916318,3.851,6807059,3.974,627300,4.018,8600230,4.085,17297492,4.119,331845,4.141,16967351,4.164,9916865,4.388,1717,4.41,7889,4.354,1016282,4.365,10037713,4.421,7090483,4.119,13187,4.432,11531740,4.477,1234696,4.399,269449,4.499,15134217,4.589,256598,4.6,10754326,4.622,2492962,4.667,8653019,4.801,8618102,4.824,8882,4.779,12821657,4.88,10613283,5.025,4396637
,!,MZ009F-Plate1-L084-OD333-T08,MZ009F-Plate1-L084-OD333-T08.d,Sample,,10/18/17 22:18,0.986,2179084,1.053,2657407,1.064,3026881,1.165,3419945,1.165,5204454,1.31,235758,1.187,6765192,1.254,3036376,1.187,1930188,1.679,52934,2.06,28647,1.59,4037841,1.981,5670368,2.037,2461,2.004,1171985,1.97,9728042,2.239,4259178,2.104,20823,2.373,22936,2.473,1675696,2.574,5589921,2.597,6038532,2.91,3991764,2.82,14536768,2.843,9563467,3.122,9068959,3.189,52178,3.167,4644826,3.402,20321870,3.503,1241117,3.536,62725,3.503,3461547,3.615,3436722,3.637,6471106,3.603,6844110,3.603,8980009,3.715,1933,3.648,3804763,3.704,13358125,3.704,22523249,4.029,4358,3.749,1518570,3.726,9750884,3.782,3938787,3.816,3729979,3.76,8474424,3.827,10988541,3.883,11533518,3.861,6602100,3.984,625539,4.017,8807309,4.084,18400811,4.118,162200,4.152,18386136,4.163,11762901,4.577,4836,4.409,7352,4.364,988850,4.364,9235249,4.431,6656707,4.118,17328,4.442,11044138,4.487,1319374,4.409,274919,4.51,13695847,4.588,268290,4.61,10336559,4.621,2465901,4.677,8423354,4.812,8131406,4.689,3107,4.789,11994242,4.879,10246129,5.035,3979850
,!,MZ009F-Plate1-L085-OD333-T08,MZ009F-Plate1-L085-OD333-T08.d,Sample,,10/18/17 22:25,0.975,2610786,1.054,3031811,1.054,3249602,1.166,3515130,1.154,5020105,1.3,243334,1.177,6817612,1.244,3029293,1.177,1696718,1.669,51665,1.826,31052,1.579,4127473,1.971,6431482,1.87,22321,1.993,1189450,1.971,10294552,2.228,4358824,2.083,21211,2.363,26485,2.474,1648335,2.575,4927537,2.598,5516850,2.9,4034648,2.821,15134884,2.832,9591991,3.112,9271493,3.179,54730,3.168,4599185,3.403,20648181,3.492,1201803,3.526,52923,3.504,3596470,3.616,3714377,3.638,5864024,3.593,6801997,3.604,9021102,3.694,2991,3.638,3489858,3.694,13206560,3.705,25267295,4.018,5244,3.75,1511903,3.716,9612577,3.783,3597239,3.806,3753310,3.761,7749458,3.817,11500127,3.884,12105995,3.85,7451174,3.985,622122,4.018,8847855,4.085,18587852,4.119,224207,4.141,17814379,4.164,10985594,4.22,3254,4.41,8816,4.354,1010650,4.365,10218218,4.432,7172385,4.119,7736,4.432,11616000,4.477,1279400,4.41,274040,4.499,14717025,4.589,262783,4.6,10656344,4.622,2331989,4.667,8574261,4.801,8482643,4.835,13778,4.779,13245353,4.88,10344768,5.025,4326364
