ID;MV01;MV02;MV03;MV04;MV05;MV06;MV07;MV08;MV09;MV10;MV11;MV12;MV13;MV14;MV15;MV16;MV17;MV18;MV19;MV20;MV21;MV22;MV23;MV24;MV25;MV26;MV27;MV28
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii|t__GCF_000156675;0;0;0;0.00084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica;0.00092;0;0;0.00409;0;0;0;0;0;0;0.01568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975;0.00092;0;0;0.00409;0;0;0;0;0;0;0.01568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta;0;0.05767;0;0.06564;0;0.10136;0;0;0;0;0;0;0;0;0.04971;0;0;0;0;0;0;0.0353;0;0;0;0;0.02121;0.03086
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885;0;0.05767;0;0.06564;0;0.10136;0;0;0;0;0;0;0;0;0.04971;0;0;0;0;0;0;0.0353;0;0;0;0;0.02121;0.03086
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus;0.00834;0.00018;0;1.1928;0.41421;1.10085;0.22949;0.00296;0;1.62052;0.00511;0;0.01036;0;0.01706;0.01327;0.02819;0;0.01137;0;0.00926;2.61146;0.012;0;0;0.10436;0.50281;3.05163
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified;0.00834;0.00018;0;1.1928;0.41421;1.10085;0.22949;0.00296;0;1.62052;0.00511;0;0.01036;0;0.01706;0.01327;0.02819;0;0.01137;0;0.00926;2.61146;0.012;0;0;0.10436;0.50281;3.05163
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum;0.17519;1.53954;0.8757;3.78616;0.17952;0;0.37386;0.84144;0.81057;0.19902;0.148;0.54934;8.68184;1.04825;1.50836;3.44608;0.10349;0.49908;0.04734;1.07798;0.31264;0.43629;0;0.19652;0.58695;0.19412;10.75704;0.21145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000153905;0;0;0;0;0;0;0.1274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.31711;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__GCF_000210015;0;0;0;0;0;0;0;0;0.58128;0;0;0;0;0;0;0.93929;0;0;0;0.58921;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified;0.17519;1.53954;0.8757;3.78616;0.17952;0;0.24646;0.84144;0.22929;0.19902;0.148;0.54934;8.68184;1.04825;1.50836;2.50679;0.10349;0.49908;0.04734;0.48877;0.31264;0.43629;0;0.19652;0.58695;0.19412;4.43993;0.21145
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques;0.4107;0.45822;4.60071;0.2619;0.02267;0.49359;10.66407;8.10355;6.93125;3.03074;1.75547;0.69545;0.48728;0.80839;0.06095;0.51884;0.55444;0.43508;0.35324;2.32819;0.19446;0.18005;0.36455;0.08637;2.11804;0.5105;0.30535;1.65853
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__GCF_000210035;0;0;4.60071;0;0;0;0;8.10355;6.93125;0;0;0;0;0;0;0;0;0;0;2.32819;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified;0.4107;0.45822;0;0.2619;0.02267;0.49359;10.66407;0;0;3.03074;1.75547;0.69545;0.48728;0.80839;0.06095;0.51884;0.55444;0.43508;0.35324;0;0.19446;0.18005;0.36455;0.08637;2.11804;0.5105;0.30535;1.65853
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29604;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29604;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29604;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus;0.66684;7.66232;14.64492;5.4575;7.27915;8.4878;7.18251;6.89497;34.7321;2.25008;13.29933;9.31896;0.08991;20.87834;10.17031;13.44675;2.54339;14.54668;0;9.98892;9.71172;0;0.0044;10.57417;12.038;0.01746;0.00145;10.29897
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus;0;0.2212;1.08456;0.54457;0;0;0.30514;0.26578;1.08022;0.07717;0.88619;0;0.08991;0.65352;0.81925;0.31207;0.00113;0.55416;0;0.16646;0.74853;0;0.0044;0.81977;0.03168;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555;0;0.2212;1.08456;0.54457;0;0;0.30514;0.26578;1.08022;0.07717;0.88619;0;0.08991;0.65352;0.81925;0.31207;0.00113;0.55416;0;0.16646;0.74853;0;0.0044;0.81977;0.03168;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes;0.66684;7.44112;13.56036;4.90042;7.27915;8.4878;6.87737;4.91721;33.65188;2.17291;12.41315;7.50785;0;20.02089;9.3446;13.13467;2.54226;13.64963;0;9.82246;8.96319;0;0;9.75441;11.90232;0.01746;0.00145;10.29897
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875;0.66684;7.44112;13.56036;4.90042;7.27915;8.4878;6.87737;4.91721;33.65188;2.17291;12.41315;7.50785;0;20.02089;9.3446;13.13467;2.54226;13.64963;0;9.82246;8.96319;0;0;9.75441;11.90232;0.01746;0.00145;10.29897
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus;0;0;0;0.01251;0;0;0;1.71197;0;0;0;1.8111;0;0;0.00646;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425;0;0;0;0.01251;0;0;0;1.71197;0;0;0;1.8111;0;0;0.00646;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20392;0;0;0;0.34288;0;0;0;0;0;0;0.104;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1|t__GCF_000210595;0;0;0;0;0;0;0;0;0;0;0;0;0;0.20392;0;0;0;0.34288;0;0;0;0;0;0;0.104;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea;9.22161;19.54036;8.54914;13.20438;0.8998;0;0.19929;8.85585;10.20437;3.772;3.98559;10.49738;1.08559;20.66689;0.57438;0.46781;3.37943;5.83335;1.89989;15.45752;2.20361;0.94179;0.14611;17.27687;3.48315;0.12972;3.80849;0.08924
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans;1.11463;1.89724;1.07144;0.7874;0;0;0.07772;0.70121;0.20534;1.00082;0.91559;3.33482;1.08559;0.51685;0.54973;0.23878;1.92597;0.48164;0.35801;3.27181;0.9612;0;0.14611;0.29977;1.47626;0.0281;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified;1.11463;1.89724;1.07144;0.7874;0;0;0.07772;0.70121;0.20534;1.00082;0.91559;3.33482;1.08559;0.51685;0.54973;0.23878;1.92597;0.48164;0.35801;3.27181;0.9612;0;0.14611;0.29977;1.47626;0.0281;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena;8.10698;17.64312;7.4777;12.41698;0;0;0.12157;8.15464;9.99903;2.77117;3.06999;7.16257;0;20.15004;0.02465;0.22903;1.45346;5.3517;1.54188;12.18571;1.24241;0.94179;0;16.97709;2.00689;0.10162;3.80849;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__GCF_000154065;8.10698;17.64312;7.4777;12.41698;0;0;0.12157;8.15464;9.99903;2.77117;3.06999;7.16257;0;20.15004;0.02465;0.22903;1.45346;5.3517;1.54188;12.18571;1.24241;0.94179;0;16.97709;2.00689;0.10162;3.80849;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_unclassified;0;0;0;0;0.8998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08924
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname;0.22932;0.03823;0.15051;1.70193;0.29061;0.54673;3.9163;0.19119;1.1099;0.17964;0.3395;6.44113;0.84703;0.18987;0.2186;4.55248;0.2296;0.80213;0.07736;0.58303;0.53161;0.1833;0.23181;1.67945;0.34716;0.4014;5.74941;0.70656
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA;0;0;0.04478;1.33266;0;0;2.96175;0;0.1188;0;0;0;0;0;0;0.50286;0;0;0;0;0;0.15269;0;0;0;0;4.4272;0.21977
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_1_57FAA|t__GCF_000218445;0;0;0.04478;1.33266;0;0;2.96175;0;0.1188;0;0;0;0;0;0;0.50286;0;0;0;0;0;0.15269;0;0;0;0;4.4272;0.21977
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA;0.01626;0;0;0.00307;0;0.19074;0;0.00616;0.00053;0.01439;0.003;0;0.00283;0;0;0.00195;0;0;0;0;0;0;0;0;0;0.00169;0;0.30276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_1_4_56FAA|t__GCF_000218385;0.01626;0;0;0.00307;0;0.19074;0;0.00616;0.00053;0.01439;0.003;0;0.00283;0;0;0.00195;0;0;0;0;0;0;0;0;0;0.00169;0;0.30276
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA;0;0;0;0.01199;0.00115;0.04709;0;0;0.51529;0;0.00039;0;0.72563;0;0.00358;0;0;0;0.002;0;0.01665;0;0;0.00055;0;0;0;0.02207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA|t__GCF_000218465;0;0;0;0.01199;0.00115;0.04709;0;0;0.51529;0;0.00039;0;0.72563;0;0.00358;0;0;0;0.002;0;0.01665;0;0;0.00055;0;0;0;0.02207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA;0;0.0007;0.00921;0.00844;0;0;0;0.05532;0;0.027;0.08985;0;0.00931;0.06731;0.0031;0.0126;0;0.02273;0;0.07182;0.02269;0;0;0.00909;0.00713;0.00678;0.13028;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA|t__GCF_000209405;0;0.0007;0.00921;0.00844;0;0;0;0.05532;0;0.027;0.08985;0;0.00931;0.06731;0.0031;0.0126;0;0.02273;0;0.07182;0.02269;0;0;0.00909;0.00713;0.00678;0.13028;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1;0.2085;0.01753;0.00549;0.01169;0;0;0;0;0;0.12264;0;0.00433;0;0;0.00052;0;0;0;0;0;0;0.00688;0.22994;0;0.00355;0.39293;0.02306;0.02126
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1|t__GCF_000218405;0.2085;0.01753;0.00549;0.01169;0;0;0;0;0;0.12264;0;0.00433;0;0;0.00052;0;0;0;0;0;0;0.00688;0.22994;0;0.00355;0.39293;0.02306;0.02126
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA;0;0;0;0;0.0031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_4_1_37FAA|t__GCF_000191805;0;0;0;0;0.0031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA;0;0;0;0;0;0.28186;0;0;0;0;0;0;0;0;0.0241;0;0;0;0;0;0;0.02373;0.00187;0;0;0;0.0184;0.09714
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA|t__GCF_000218425;0;0;0;0;0;0.28186;0;0;0;0;0;0;0;0;0.0241;0;0;0;0;0;0;0.02373;0.00187;0;0;0;0.0184;0.09714
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA;0.00052;0.01688;0.0876;0.24087;0.25813;0;0.95373;0.12246;0.08533;0.0156;0.17497;6.43334;0;0.10868;0.18;4.03507;0.20077;0.5328;0.06831;0.10951;0.49227;0;0;1.66902;0.2139;0;1.15047;0.01658
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_63FAA|t__GCF_000185525;0.00052;0.01688;0.0876;0.24087;0.25813;0;0.95373;0.12246;0.08533;0.0156;0.17497;6.43334;0;0.10868;0.18;4.03507;0.20077;0.5328;0.06831;0.10951;0.49227;0;0;1.66902;0.2139;0;1.15047;0.01658
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA;0;0;0;0.00051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00753
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_6_1_63FAA|t__GCF_000209425;0;0;0;0.00051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00753
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA;0.00405;0.00312;0.00344;0.09271;0;0.02704;0.00082;0.00725;0.00432;0;0.02342;0.00346;0;0;0.0073;0;0;0;0;0;0;0;0;0.00081;0.0051;0;0;0.00615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155;0.00405;0.00312;0.00344;0.09271;0;0.02704;0.00082;0.00725;0.00432;0;0.02342;0.00346;0;0;0.0073;0;0;0;0;0;0;0;0;0.00081;0.0051;0;0;0.00615
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA;0;0;0;0;0;0;0;0;0.38563;0;0.04787;0;0.10926;0.01388;0;0;0.02883;0.24659;0.00679;0.40169;0;0;0;0;0.11748;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_8_1_57FAA|t__GCF_000185545;0;0;0;0;0;0;0;0;0.38563;0;0.04787;0;0.10926;0.01388;0;0;0.02883;0.24659;0.00679;0.40169;0;0;0;0;0.11748;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA;0;0;0;0;0.02823;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00027;0;0;0;0;0;0;0;0;0.01122
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_9_1_43BFAA|t__GCF_000209445;0;0;0;0;0.02823;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00027;0;0;0;0;0;0;0;0;0.01122
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia;0.04108;1.26203;0.50561;0.91144;0.02034;0;0.78084;1.11699;1.11735;0.46025;1.15757;0.09218;3.38933;2.95587;0.29305;0.48469;0.04141;2.41546;0.00139;0.76725;1.39597;0.04056;0.00278;1.97329;0.30177;0.10137;0.58461;1.1708
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis;0.00158;1.09699;0.14985;0.03654;0;0;0;0.34452;0.12483;0.37986;0.01868;0.03677;0.03011;1.34278;0.00356;0.13368;0;2.00599;0;0.20725;0.0964;0;0;0.16914;0.22471;0.05419;0.01019;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis|t__GCF_000225345;0.00158;1.09699;0.14985;0.03654;0;0;0;0.34452;0.12483;0.37986;0.01868;0.03677;0.03011;1.34278;0.00356;0.13368;0;2.00599;0;0.20725;0.0964;0;0;0.16914;0.22471;0.05419;0.01019;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis;0;0.12626;0.16438;0.83797;0;0;0;0.02596;0.85108;0.00967;0.42744;0.05541;0.04992;0.92825;0.18628;0;0;0.06049;0;0.01917;0.00748;0.00422;0;0.46214;0.02691;0.00204;0.37785;0.77699
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis|t__Roseburia_intestinalis_unclassified;0;0.12626;0.16438;0.83797;0;0;0;0.02596;0.85108;0.00967;0.42744;0.05541;0.04992;0.92825;0.18628;0;0;0.06049;0;0.01917;0.00748;0.00422;0;0.46214;0.02691;0.00204;0.37785;0.77699
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans;0.02458;0.03878;0.19138;0.03693;0;0;0.78084;0.7465;0.14145;0.07072;0.71145;0;3.3093;0.68484;0.10321;0.351;0.04141;0.34898;0;0.54083;1.2921;0.03634;0.00133;1.34201;0.05015;0.04513;0.19657;0.39381
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_inulinivorans|t__GCF_000174195;0.02458;0.03878;0.19138;0.03693;0;0;0.78084;0.7465;0.14145;0.07072;0.71145;0;3.3093;0.68484;0.10321;0.351;0.04141;0.34898;0;0.54083;1.2921;0.03634;0.00133;1.34201;0.05015;0.04513;0.19657;0.39381
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_unclassified;0.01492;0;0;0;0.02034;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00139;0;0;0;0.00145;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae;0.01546;0.02578;0.01009;0.61187;0;0.02746;0.00146;0.00818;0.04079;0.00063;0.02416;0.03195;0.00945;0;0.03812;0.03136;0;0.01707;0;0;0;0.02137;0;0.00139;0.00442;0;0.02018;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter;0.01546;0.02578;0.01009;0.61187;0;0.02746;0.00146;0.00818;0.04079;0.00063;0.02416;0.03195;0.00945;0;0.03812;0.03136;0;0.01707;0;0;0;0.02137;0;0.00139;0.00442;0;0.02018;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_unclassified;0.01546;0.02578;0.01009;0.61187;0;0.02746;0.00146;0.00818;0.04079;0.00063;0.02416;0.03195;0.00945;0;0.03812;0.03136;0;0.01707;0;0;0;0.02137;0;0.00139;0.00442;0;0.02018;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae;2.2526;0.09342;0.03742;0.08131;0.01408;0;0.01462;0.06551;0.07455;1.76384;0.01498;0.37425;0;0.01521;0.06988;0.03945;7.03808;0.00795;0;0;0.10073;3.65201;17.98575;0.06544;2.51765;17.33925;0.1727;0.06436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname;2.2526;0.09342;0;0.08131;0.01408;0;0.01462;0.06551;0.07455;1.76384;0.01498;0.37425;0;0.01521;0.03067;0.03945;7.03808;0.00795;0;0;0.10073;3.65201;17.98575;0.06436;2.51765;17.33925;0.1727;0.06436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii;0;0.01074;0;0.01592;0;0;0.01254;0.01508;0.00435;0.00177;0;0.346;0;0;0.03067;0;0.00501;0;0;0;0.10073;0.02618;0.00237;0.00722;0.01736;0;0.1727;0.00206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bartlettii|t__GCF_000154445;0;0.01074;0;0.01592;0;0;0.01254;0.01508;0.00435;0.00177;0;0.346;0;0;0.03067;0;0.00501;0;0;0;0.10073;0.02618;0.00237;0.00722;0.01736;0;0.1727;0.00206
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bifermentans;0;0;0;0;0;0;0;0;0;1.69464;0;0;0;0;0;0;7.03307;0;0;0;0;3.18113;1.97304;0.00774;0.11196;6.16434;0;0.05189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_bifermentans|t__Clostridium_bifermentans_unclassified;0;0;0;0;0;0;0;0;0;1.69464;0;0;0;0;0;0;7.03307;0;0;0;0;3.18113;1.97304;0.00774;0.11196;6.16434;0;0.05189
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_glycolicum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45539;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_glycolicum|t__GCF_000373865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.45539;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_sordellii;0.00034;0;0;0;0;0;0;0;0;0.04001;0;0.02825;0;0;0;0;0;0;0;0;0;0.08347;15.39038;0;0.00259;10.53525;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_sordellii|t__Clostridium_sordellii_unclassified;0.00034;0;0;0;0;0;0;0;0;0.04001;0;0.02825;0;0;0;0;0;0;0;0;0;0.08347;15.39038;0;0.00259;10.53525;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified;2.25227;0.08268;0;0.0654;0.01408;0;0.00209;0.05043;0.0702;0.02741;0.01498;0;0;0.01521;0;0.03945;0;0.00795;0;0;0;0.36124;0.61996;0.0494;2.38573;0.18426;0;0.01041
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus;0;0;0.03742;0;0;0;0;0;0;0;0;0;0;0;0.03921;0;0;0;0;0;0;0;0;0.00108;0;0;0;0
