ID;MV01;MV02;MV03;MV04;MV05;MV06;MV07;MV08;MV09;MV10;MV11;MV12;MV13;MV14;MV15;MV16;MV17;MV18;MV19;MV20;MV21;MV22;MV23;MV24;MV25;MV26;MV27;MV28
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum|t__Lactobacillus_fermentum_unclassified;0;0;0.01577;0;0;0;0;0;0;0.02358;0;0;0.00942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri;0;0.0002;0;0.00028;0;0;0;0.00126;0;0.34029;0;0.0016;0;0;0.00295;0;0;0;0;0;0;1.56364;0;0;0;0;4.23636;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri|t__Lactobacillus_gasseri_unclassified;0;0.0002;0;0.00028;0;0;0;0.00126;0;0.34029;0;0.0016;0;0;0.00295;0;0;0;0;0;0;1.56364;0;0;0;0;4.23636;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04484;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_johnsonii|t__Lactobacillus_johnsonii_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04484;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00453;0;0;0;0;0;0;2.00766;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae|t__GCF_000248095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00453;0;0;0;0;0;0;2.00766;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_murinus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_murinus|t__GCF_000364205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris;0;0;0;0;0;0;0;0;0;0.00164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03053;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris|t__Lactobacillus_oris_unclassified;0;0;0;0;0;0;0;0;0;0.00164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.03053;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00883;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri|t__Lactobacillus_reuteri_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00883;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus;0;0;0;0;0;0;0;0;0;0.06446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rhamnosus|t__Lactobacillus_rhamnosus_unclassified;0;0;0;0;0;0;0;0;0;0.06446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis;0;0;28.80157;0.0006;0;0;0;0;0;0.82585;9.36407;0;0;0;36.51674;0;0;10.89311;0;10.90795;0;0;0;10.51768;2.00424;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis|t__Lactobacillus_ruminis_unclassified;0;0;28.80157;0.0006;0;0;0;0;0;0.82585;9.36407;0;0;0;36.51674;0;0;10.89311;0;10.90795;0;0;0;10.51768;2.00424;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius;0;0;0;0;0;0;0;0;0;0.04918;0;0;0;0;0;0;0;0;0;2.35563;0;0.00618;0;0;0;0;0.77663;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius|t__Lactobacillus_salivarius_unclassified;0;0;0;0;0;0;0;0;0;0.04918;0;0;0;0;0;0;0;0;0;2.35563;0;0.00618;0;0;0;0;0.77663;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis;0;0;0;0;0;0;0;0;0;0.00351;0;0;0;0;0;0;0;0;0;0;0;0.00431;0;0;0;0;0.19145;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis|t__GCF_000159435;0;0;0;0;0;0;0;0;0;0.00351;0;0;0;0;0;0;0;0;0;0;0;0.00431;0;0;0;0;0.19145;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.06634;0.11903;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04417;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici|t__Pediococcus_acidilactici_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.04417;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_lolii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01777;0.02826;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_lolii|t__GCF_000319265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01777;0.02826;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00439;0.09077;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0139;0;0;0;0.01821;0;0;0.37967;1.1768;0;0.04656;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01821;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01821;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Leuconostoc|s__Leuconostoc_lactis|t__Leuconostoc_lactis_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01821;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0139;0;0;0;0;0;0;0.37967;1.1768;0;0.04656;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00209;0;0;0;0;0;0;0.01135;1.06313;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria|t__GCF_000193635;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00209;0;0;0;0;0;0;0.01135;1.06313;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00351;0;0;0;0;0;0;0.3439;0.11367;0;0.02767;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa|t__GCF_000239955;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00351;0;0;0;0;0;0;0.3439;0.11367;0;0.02767;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0083;0;0;0;0;0;0;0.02443;0;0;0.0189;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae;5.11446;0.02172;0.6779;0.0581;42.22017;0.09868;0.03672;0.7847;1.56774;0.89862;0.09021;1.83613;0.46328;2.46649;1.67414;0.01793;59.05849;0.18735;55.13507;0.13174;44.26574;0.16435;0.00581;5.03004;1.00101;0.0374;0.00734;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus;0;0.00325;0;0;0;0;0.00135;0;0;0;0.01261;0.01548;0;0.00154;0;0;0.00305;0.01487;0.00247;0;0;0;0;0.00185;0.96773;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0033;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_garvieae|t__Lactococcus_garvieae_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0033;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis;0;0.00325;0;0;0;0;0.00135;0;0;0;0.01261;0.01548;0;0.00154;0;0;0.00305;0.01156;0.00247;0;0;0;0;0.00185;0.96773;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis|t__Lactococcus_lactis_unclassified;0;0.00325;0;0;0;0;0.00135;0;0;0;0.01261;0.01548;0;0.00154;0;0;0.00305;0.01156;0.00247;0;0;0;0;0.00185;0.96773;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus;5.11446;0.01847;0.6779;0.0581;42.22017;0.09868;0.03537;0.7847;1.56774;0.89862;0.07759;1.82065;0.46328;2.46494;1.67414;0.01793;59.05544;0.17249;55.1326;0.13174;44.26574;0.16435;0.00581;5.02819;0.03329;0.0374;0.00734;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae;5.07478;0;0;0;0;0;0;0;0;0;0;0;0.23507;0;0;0;0;0;1.06377;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_agalactiae|t__Streptococcus_agalactiae_unclassified;5.07478;0;0;0;0;0;0;0;0;0;0;0;0.23507;0;0;0;0;0;1.06377;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus;0.03968;0;0.00772;0;0.00063;0.02983;0.01101;0.05348;0.00163;0.89784;0;1.55315;0;0.03248;0.008;0.00602;0;0;0.04589;0;0;0;0.0008;0.09505;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus|t__Streptococcus_anginosus_unclassified;0.03968;0;0.00772;0;0.00063;0.02983;0.01101;0.05348;0.00163;0.89784;0;1.55315;0;0.03248;0.008;0.00602;0;0;0.04589;0;0;0;0.0008;0.09505;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis;0;0;0;0;0.05813;0;0.0033;0.01186;0;0;0.00129;0;0;0.00198;0;0;0.10867;0;0;0;0;0;0;0.01855;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_australis|t__Streptococcus_australis_unclassified;0;0;0;0;0.05813;0;0.0033;0.01186;0;0;0.00129;0;0;0.00198;0;0;0.10867;0;0;0;0;0;0;0.01855;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus;0;0;0;0;0;0;0;0.00042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_constellatus|t__Streptococcus_constellatus_unclassified;0;0;0;0;0;0;0;0.00042;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00387;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii|t__GCF_000017005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00387;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.68265;0;0.00079;0;44.14483;0.00107;0;4.17233;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius|t__Streptococcus_infantarius_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34.68265;0;0.00079;0;44.14483;0.00107;0;4.17233;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis|t__Streptococcus_infantis_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis;0;0;0;0;41.6559;0;0;0;0;0;0;0;0;0;0;0;0.00068;0;53.65786;0;0.00396;0;0;0.17831;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis|t__GCF_000441535;0;0;0;0;41.6559;0;0;0;0;0;0;0;0;0;0;0;0.00068;0;53.65786;0;0.00396;0;0;0.17831;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08629;0;0;0.00292;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_macedonicus|t__GCF_000283635;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08629;0;0;0.00292;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae;0;0;0;0;0;0;0.00028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis_oralis_pneumoniae|t__Streptococcus_mitis_oralis_pneumoniae_unclassified;0;0;0;0;0;0;0.00028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans;0;0.00256;0;0;0;0;0;0;0;0;0;0;0.00321;0.00431;0;0;0;0;0;0;0;0;0;0;0.03329;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans|t__Streptococcus_mutans_unclassified;0;0.00256;0;0;0;0;0;0;0;0;0;0;0.00321;0.00431;0;0;0;0;0;0;0;0;0;0;0.03329;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis;0;0;0;0;0.26694;0;0.00405;0.07621;0.43222;0.00078;0.01;0.002;0.00817;0.06752;0.00868;0;12.78549;0;0.04909;0.1043;0.01149;0.04281;0;0.34534;0;0.00833;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis|t__Streptococcus_parasanguinis_unclassified;0;0;0;0;0.26694;0;0.00405;0.07621;0.43222;0.00078;0.01;0.002;0.00817;0.06752;0.00868;0;12.78549;0;0.04909;0.1043;0.01149;0.04281;0;0.34534;0;0.00833;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius;0;0.00092;0.67018;0.01134;0.23857;0.06885;0.01674;0.6095;1.13389;0;0.06238;0.01776;0.20173;2.34096;1.59603;0.00989;11.47094;0.17249;0.3005;0.02744;0.01918;0.12048;0;0.20627;0;0.02907;0.00734;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius|t__Streptococcus_salivarius_unclassified;0;0.00092;0.67018;0.01134;0.23857;0.06885;0.01674;0.6095;1.13389;0;0.06238;0.01776;0.20173;2.34096;1.59603;0.00989;11.47094;0.17249;0.3005;0.02744;0.01918;0.12048;0;0.20627;0;0.02907;0.00734;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00201;0.007;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis|t__Streptococcus_sanguinis_unclassified;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00201;0.007;0;0;0;0;0;0;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus;0;0.01439;0;0.04676;0;0;0;0;0;0;0.00392;0.24775;0.01249;0.00219;0;0;0;0;0.0021;0;0;0;0.00501;0.00279;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus|t__Streptococcus_thermophilus_unclassified;0;0.01439;0;0.04676;0;0;0;0;0;0;0.00392;0.24775;0.01249;0.00219;0;0;0;0;0.0021;0;0;0;0.00501;0.00279;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis;0;0.0006;0;0;0;0;0;0.03322;0;0;0;0;0.00261;0.01551;0.06143;0;0;0;0.01259;0;0;0;0;0.00276;0;0;0;0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_vestibularis|t__Streptococcus_vestibularis_unclassified;0;0.0006;0;0;0;0;0;0.03322;0;0;0;0;0.00261;0.01551;0.06143;0;0;0;0.01259;0;0;0;0;0.00276;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia;15.23261;39.46946;35.43913;35.81679;20.64693;14.71334;33.08248;43.43878;73.43545;15.67292;39.68405;38.58925;21.38925;52.43596;19.51646;51.13346;15.03851;31.8452;15.90978;43.78211;29.71351;28.34359;63.60335;42.05623;29.60328;48.45088;28.72569;29.68094
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales;15.23261;39.46946;35.43913;35.81679;20.64693;14.71334;33.08248;43.43878;73.43545;15.67292;39.68405;38.58925;21.38925;52.43596;19.51646;51.13346;15.03851;31.8452;15.90978;43.78211;29.71351;28.34359;63.60335;42.05623;29.60328;48.45088;28.72569;29.68094
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae;0.54286;1.10035;0.0645;1.81468;10.62753;1.84093;0.87745;0.21392;0.19504;0.90328;0.17335;0.16933;0.01283;0.01715;1.27979;0.42962;0.21706;0.01638;12.83502;1.14131;7.30842;11.32684;41.93132;0.23239;3.45672;28.6257;0.23311;7.75647
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname;0;0.00052;0.00151;0;0;0;0.0035;0.00186;0;0.01762;0.00031;0.00047;0;0;0.01036;0.01725;0;0;0;0;0.00079;0;0;0;0.00387;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118;0;0.00052;0.00151;0;0;0;0.0035;0.00186;0;0.01762;0.00031;0.00047;0;0;0.01036;0.01725;0;0;0;0;0.00079;0;0;0;0.00387;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname|s__Clostridiaceae_bacterium_JC118|t__GCF_000313565;0;0.00052;0.00151;0;0;0;0.0035;0.00186;0;0.01762;0.00031;0.00047;0;0;0.01036;0.01725;0;0;0;0;0.00079;0;0;0;0.00387;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium;0.54286;1.09983;0.06299;1.81468;10.62753;1.84093;0.87395;0.21205;0.19504;0.88566;0.17304;0.16886;0.01283;0.01715;1.26943;0.41237;0.21706;0.01638;12.83502;1.14131;7.30763;11.32684;41.93132;0.23239;3.45286;28.6257;0.23311;7.75647
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme;0;0;0;0.04467;0;0.0086;0.00069;0.00722;0;0;0;0.00417;0;0;0.0152;0.00618;0;0;0;0.0097;0;0.00405;0;0;0.00229;0;0.01093;0.00327
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_asparagiforme|t__GCF_000158075;0;0;0;0.04467;0;0.0086;0.00069;0.00722;0;0;0;0.00417;0;0;0.0152;0.00618;0;0;0;0.0097;0;0.00405;0;0;0.00229;0;0.01093;0.00327
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae;0.14815;0.3437;0.005;1.07998;0.08208;0.28041;0.02491;0.0176;0.00202;0;0.04699;0.02001;0.00658;0;0.10324;0.11677;0;0.00572;0;0;0.02628;0.03699;0.37039;0.0072;0.03062;0.00118;0.11243;0.28384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae|t__Clostridium_bolteae_unclassified;0.14815;0;0.005;0;0.08208;0.28041;0.02491;0.0176;0.00202;0;0.04699;0.02001;0.00658;0;0.10324;0.11677;0;0.00572;0;0;0.02628;0.03699;0;0.0072;0.03062;0.00118;0;0.28384
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae|t__GCF_000154365;0;0.3437;0;1.07998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.37039;0;0;0;0;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae|t__GCF_000371665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11243;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum;0;0;0;0;0;0.59662;0.79317;0;0;0.40244;0;0;0;0;0;0;0;0;0;0;0;2.67551;26.38771;0;0.00042;26.83633;0.00872;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum|t__Clostridium_butyricum_unclassified;0;0;0;0;0;0.59662;0.79317;0;0;0.40244;0;0;0;0;0;0;0;0;0;0;0;2.67551;26.38771;0;0.00042;26.83633;0.00872;0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00148;0;0.0293;0.00422;0;0
