Index;MZ;RT;ParentDrug;GoodFilter;FilterNoisyT0;FilterNoisyT12;FilterDifferentMassDefect;FilterLikelyDrugFragment;FilterLikelyDrugMetaboliteFragment;PotentialFragments;IonSpectrum;LeadingMZ;DrugMassFlag;DrugMassDelta;DrugMassDeltaSmoothed;DrugConsumedFlag;NumberOfDrugs;NumberOfIncreasedT12vsT0
3765;429.103;1.667;TINIDAZOLE;0;1;1;0;1;1;;(452.093, 715.93)(430.1103, 14859.47)(431.1146, 3590.09)(432.1118, 2103.49);430.110;0;182.040;182.040;1;1;0
5460;637.210;2.889;TINIDAZOLE;0;1;1;0;0;0;;(638.2176, 8919.83)(639.2184, 3793.74)(640.2025, 1203.24)(676.1661, 820.95);638.218;0;390.148;390.148;1;1;0
5527;650.271;1.047;TINIDAZOLE;0;0;0;1;0;0;;(673.265, 1583.5)(651.2786, 14744.28)(652.2755, 5308.7)(653.2779, 3188.33);651.279;0;403.208;403.208;1;1;2
33;112.100;3.754;TOLAZAMIDE;0;0;0;0;1;1;;(113.1075, 20318.15)(114.1122, 2734.9);113.108;0;-199.030;-199.030;1;1;0
41;114.116;3.702;TOLAZAMIDE;0;0;0;0;1;1;;(115.1233, 20921.29)(116.1261, 1413.5);115.123;0;-197.015;-197.015;1;1;0
204;145.093;0.416;TOLAZAMIDE;1;0;0;0;0;0;;(146.0991, 8344.6)(184.0549, 31942.26)(185.0528, 5963.94);184.055;0;-166.038;-166.038;1;1;1
642;195.053;3.687;TOLAZAMIDE;0;0;0;0;1;1;;(196.06, 69454.31)(197.0591, 4508.53)(198.0564, 1522.94);196.060;0;-116.078;-116.078;1;1;0
714;203.039;3.699;TOLAZAMIDE;0;0;0;0;1;1;;(204.0465, 10037.34)(205.0465, 3350.33)(206.0447, 1120.42);204.047;0;-108.091;-108.091;1;1;0
1950;307.099;3.118;TOLAZAMIDE;1;0;0;0;0;0;;(330.0878, 3216.6)(308.1067, 17724.64)(309.1096, 2680.21)(310.1067, 1185.67);308.107;0;-4.031;-4.031;1;1;7
1978;309.112;3.645;TOLAZAMIDE;1;0;0;0;0;0;[[41],114.116,3.702][[642],195.053,3.687][[714],203.039,3.699][[2345],330.105,3.697][[2992],373.101,3.680][[3319],395.083,3.701][[3514],411.055,3.702][[4683],515.971,3.718];(619.2393, 469.4)(332.1054, 1061.0)(310.1191, 13946.68)(311.1225, 2608.33)(312.1277, 553.93);310.119;0;-2.019;-2.019;1;2;0
1979;309.115;3.657;TOLAZAMIDE;1;0;0;0;0;0;[[33],112.100,3.754][[41],114.116,3.702][[642],195.053,3.687][[714],203.039,3.699][[2345],330.105,3.697][[2759],356.189,3.756][[2992],373.101,3.680][[3089],379.168,3.754][[3319],395.083,3.701][[3514],411.055,3.702][[4683],515.971,3.718];(332.1048, 2044.98)(333.1111, 851.73)(310.1204, 30054.31)(311.1236, 5291.96)(312.1247, 1579.45);310.120;0;-2.015;-2.015;1;1;0
2006;311.131;3.705;TOLAZAMIDE;1;0;0;0;0;0;[[33],112.100,3.754][[41],114.116,3.702][[642],195.053,3.687][[714],203.039,3.699][[2345],330.105,3.697][[2759],356.189,3.756][[2992],373.101,3.680][[3089],379.168,3.754][[3319],395.083,3.701][[3514],411.055,3.702][[4683],515.971,3.718];(334.1203, 794103.94)(335.1231, 115373.88)(336.119, 32243.54)(337.12, 4976.64)(338.1213, 394.78)(645.2505, 72926.8)(646.253, 23105.83)(647.2495, 9219.42)(648.2529, 2522.57)(312.1372, 9072.33)(313.14, 2145.28)(314.1372, 753.62)(350.0928, 27275.82)(351.0957, 4292.65)(352.0915, 3334.05)(353.094, 430.22)(623.2705, 1693.49);334.120;1;0.001;0.000;1;1;0
2345;330.105;3.697;TOLAZAMIDE;0;0;0;0;1;1;;(661.2179, 1131.58)(331.1117, 10611.2)(332.1104, 2545.3)(333.1111, 1266.77);331.112;0;18.974;18.974;1;1;0
2445;336.126;3.454;TOLAZAMIDE;1;0;0;0;0;0;;(359.1153, 4703.05)(360.1188, 965.22)(361.115, 573.67)(337.1328, 6789.56)(338.136, 1449.74)(339.1352, 648.22)(375.0879, 524.2);337.133;0;24.995;24.995;1;1;1
2759;356.189;3.756;TOLAZAMIDE;0;0;0;0;1;1;;(357.1958, 13929.53)(358.2018, 4009.84);357.196;0;45.059;45.057;1;1;0
2823;360.244;0.574;TOLAZAMIDE;0;1;0;0;0;0;;(361.2472, 74433.6)(362.2481, 12014.64)(363.2495, 1569.63);361.247;0;49.114;49.114;1;1;1
2895;366.166;0.832;TOLAZAMIDE;0;1;0;0;0;0;;(367.1729, 8104.62)(733.3358, 1099.8)(734.3371, 471.27)(735.3143, 425.94);367.173;0;55.035;55.035;1;1;1
2963;371.180;0.797;TOLAZAMIDE;0;1;1;0;0;0;;(372.1877, 5090.47)(373.2036, 2024.63)(374.1723, 3495.13);372.188;0;60.050;60.050;1;1;0
2992;373.101;3.680;TOLAZAMIDE;0;0;0;0;1;1;;(396.0902, 7538.62)(397.0931, 1407.79)(398.0899, 584.49)(374.1128, 722.27)(412.0631, 2037.31)(413.063, 586.27)(414.0627, 1426.8);396.090;0;61.971;61.970;1;1;0
3089;379.168;3.754;TOLAZAMIDE;0;0;0;0;1;1;;(380.1757, 6649.57)(381.1817, 2037.4);380.176;0;68.038;68.037;1;1;0
3319;395.083;3.701;TOLAZAMIDE;0;0;0;0;1;1;;(396.0901, 14685.54)(397.0926, 2737.28)(398.0887, 1128.1);396.090;0;83.952;83.952;1;1;0
3514;411.055;3.702;TOLAZAMIDE;0;0;0;0;1;1;;(412.0623, 8513.54)(413.0657, 1822.17)(414.0622, 3087.16)(415.0636, 855.36)(416.0591, 1287.13);412.062;0;99.925;99.925;1;1;1
3848;435.878;1.500;TOLAZAMIDE;0;1;1;1;0;0;;(436.885, 6795.43)(437.8873, 993.18)(438.8955, 2362.54);436.885;0;124.747;124.747;1;2;3
4067;453.783;2.580;TOLAZAMIDE;0;1;1;1;0;0;;(476.7737, 2482.29)(454.791, 13855.46)(455.7792, 2397.91)(456.7794, 757.69);454.791;0;142.653;142.653;1;1;0
4154;462.203;0.856;TOLAZAMIDE;1;0;0;0;0;0;;(485.1955, 2466.85)(463.2107, 6451.19)(464.2137, 852.35)(465.2174, 4965.86);463.211;0;151.073;151.073;1;1;0
4683;515.971;3.718;TOLAZAMIDE;0;1;1;1;1;1;;(516.9781, 37817.38)(517.9687, 13025.62)(518.9602, 3924.55);516.978;0;204.840;204.840;1;1;2
4929;548.813;1.667;TOLAZAMIDE;0;1;1;1;0;0;;(549.8199, 11408.53)(550.811, 4656.16);549.820;0;237.682;237.682;1;1;0
4968;555.794;2.006;TOLAZAMIDE;0;1;1;1;0;0;;(556.7992, 6213.24)(557.7967, 5203.03);556.799;0;244.664;244.664;1;1;0
5281;602.834;3.217;TOLAZAMIDE;0;1;1;1;0;0;;(603.8409, 4217.35)(604.8309, 2450.37)(605.8294, 23242.53)(606.8313, 9242.38);605.829;0;291.703;291.703;1;2;0
5347;613.816;2.996;TOLAZAMIDE;0;1;1;1;0;0;;(614.823, 5283.47)(615.823, 2908.25)(616.8274, 1606.73)(652.7732, 897.53);614.823;0;302.685;302.685;1;2;1
5366;618.319;2.579;TOLAZAMIDE;0;0;1;0;0;0;;(619.327, 16845.2)(620.3308, 7063.2)(621.3211, 3793.46);619.327;0;307.189;307.190;1;2;0
5546;652.766;0.392;TOLAZAMIDE;0;0;0;1;0;0;;(653.7738, 11432.75)(654.7866, 1374.6)(655.7628, 3997.89);653.774;0;341.636;341.636;1;1;0
5865;753.435;3.081;TOLAZAMIDE;0;1;1;1;0;0;;(754.4421, 28456.75)(755.4505, 10345.26)(756.4434, 3639.81)(757.4522, 1052.4);754.442;0;442.305;442.305;1;1;1
381;170.040;1.468;TOPOTECAN;1;0;0;0;0;0;;(171.0473, 13470.16)(172.0496, 1550.95)(173.0442, 1001.74);171.047;0;-251.124;-251.124;0;1;12
1473;271.034;1.667;TOPOTECAN;1;0;0;0;0;0;;(272.0413, 7144.72)(273.0431, 1668.99)(274.0387, 911.81);272.041;0;-150.130;-150.130;0;1;0
1736;290.844;0.947;TOPOTECAN;0;1;1;1;0;0;;(313.8353, 1815.81)(291.8577, 13791.54)(292.8591, 2795.76)(293.8508, 714.33);291.858;0;-130.320;-130.320;0;2;0
2302;328.093;3.930;TOPOTECAN;1;0;0;0;0;0;;(351.0801, 882.44)(329.1007, 18072.34)(330.1049, 4481.84)(331.1089, 1999.93);329.101;0;-93.071;-93.071;0;1;0
2751;356.074;4.128;TOPOTECAN;1;0;0;0;0;0;;(379.0644, 1600.48)(380.0674, 397.18)(357.082, 18482.1)(358.0856, 4160.26)(359.0817, 1114.71);357.082;0;-65.089;-65.089;0;1;0
2752;356.088;4.071;TOPOTECAN;1;0;0;0;0;0;;(379.0768, 27892.45)(380.0804, 6246.3)(381.0774, 2818.33)(382.0793, 446.34)(735.1699, 496.53)(357.0949, 421095.16)(358.0976, 88617.44)(359.0975, 22505.03)(360.0978, 4260.53)(361.104, 867.02)(395.0474, 984.92)(396.0503, 410.36)(397.046, 450.17)(713.1825, 2188.53)(714.1764, 1176.05)(715.1711, 702.42);357.095;0;-65.076;-65.076;0;1;0
2786;358.103;4.055;TOPOTECAN;1;0;0;0;0;0;;(381.0913, 8729.25)(382.0941, 1785.5)(383.091, 833.29)(359.1098, 105753.38)(360.113, 20818.03)(361.1097, 5659.78)(362.1106, 1097.91);359.110;0;-63.061;-63.061;0;1;1
2970;372.083;3.598;TOPOTECAN;1;0;0;0;0;0;;(395.071, 1064.41)(373.0901, 10448.83)(374.0942, 2466.51)(375.0916, 792.98);373.090;0;-49.081;-49.081;0;1;0
2971;372.083;3.249;TOPOTECAN;1;0;0;0;0;0;;(395.0725, 869.39)(373.0903, 6813.96)(374.0934, 1554.57)(375.0926, 582.67);373.090;0;-49.081;-49.081;0;1;2
3122;382.239;3.064;TOPOTECAN;0;1;1;0;0;0;;(765.4865, 11996.03)(766.489, 5361.52)(803.4351, 1983.91)(787.4654, 1496.88)(383.2438, 12828.03);383.244;0;-38.924;-38.924;0;1;0
3241;390.094;2.666;TOPOTECAN;1;0;0;0;0;0;;(413.0848, 1285.2)(391.1009, 7137.4)(392.105, 1832.23)(393.1066, 648.33);391.101;0;-31.070;-31.070;0;1;2
3633;419.711;0.962;TOPOTECAN;0;1;0;1;0;0;;(862.413, 7077.68)(863.4167, 3105.31)(864.4121, 1184.97)(420.7193, 4292.08)(458.6742, 1914.08);862.413;0;-1.452;-1.452;0;2;0
3894;440.038;4.065;TOPOTECAN;1;0;0;0;0;0;;(441.0443, 9313.62)(442.0476, 1990.72)(443.0473, 858.63);441.044;0;18.875;18.875;0;1;0
4299;477.108;2.986;TOPOTECAN;1;0;0;0;0;0;;(478.1155, 7639.08)(479.1195, 2294.56)(480.1168, 1314.03);478.115;0;55.944;55.944;0;1;1
4505;494.727;2.449;TOPOTECAN;0;1;1;1;0;0;;(990.4513, 580.88)(495.7341, 7360.22);495.734;0;73.564;73.564;0;1;1
5276;601.320;2.869;TOPOTECAN;0;1;0;0;0;0;;(602.3173, 7266.83)(603.3182, 4687.12);602.317;0;180.156;180.156;0;1;1
5353;615.375;3.855;TOPOTECAN;0;1;0;1;0;0;;(616.3816, 10563.55)(654.3408, 2924.01)(655.3464, 2275.98);616.382;0;194.211;194.211;0;2;1
5671;681.379;2.734;TOPOTECAN;0;1;1;1;0;0;;(682.3853, 7213.92)(683.375, 4347.87)(684.3838, 2903.38);682.385;0;260.215;260.215;0;1;0
614;192.003;0.898;TRANDOLAPRIL;0;1;1;1;0;0;;(193.0103, 2897.47)(194.0136, 668.18)(195.0054, 9154.08)(196.0077, 680.21);195.005;0;-238.244;-238.244;1;1;2
764;208.120;0.783;TRANDOLAPRIL;1;0;0;0;0;0;;(209.1277, 17156.63)(210.1217, 1000.67)(211.1188, 3156.14)(247.0866, 809.24);209.128;0;-222.126;-222.126;1;1;1
1033;233.142;3.710;TRANDOLAPRIL;0;0;0;0;1;1;;(234.1496, 57451.35)(235.1537, 8664.43)(236.1633, 1058.43);234.150;0;-197.105;-197.105;1;1;0
1590;279.147;2.845;TRANDOLAPRIL;1;0;0;0;0;0;;(280.1539, 12047.16)(281.1592, 2727.3);280.154;0;-151.099;-151.099;1;1;7
3107;381.212;3.015;TRANDOLAPRIL;0;1;1;0;0;0;;(404.2021, 3283.7)(785.41, 6712.18)(786.4107, 3394.8)(787.4087, 2324.5)(382.2194, 23100.82)(383.2241, 2907.72)(420.1767, 1365.52)(763.4213, 2775.61);382.219;0;-49.035;-49.035;1;2;1
3417;402.215;3.594;TRANDOLAPRIL;0;1;0;0;0;0;;(403.2228, 9634.74)(404.2262, 2621.46)(405.2264, 2886.86);403.223;0;-28.031;-28.031;1;1;4
3418;402.219;3.679;TRANDOLAPRIL;0;1;0;0;1;1;;(827.4263, 1162.63)(403.2229, 8104.9)(404.2261, 1930.56)(405.2256, 1895.06);403.223;0;-28.027;-28.027;1;1;0
3494;409.194;0.428;TRANDOLAPRIL;0;1;1;0;0;0;;(410.201, 8051.1)(411.2008, 2024.76)(448.1562, 50319.84)(449.1604, 8290.01)(450.1718, 5493.88)(451.1703, 1158.68);448.156;0;-21.052;-21.052;1;2;0
3533;412.236;4.630;TRANDOLAPRIL;1;0;0;0;0;0;;(435.2256, 2636.12)(413.2326, 499972.84)(414.2354, 123864.28)(415.2379, 21494.51)(416.2424, 3748.94);413.233;0;-18.011;-18.011;1;1;0
3544;413.137;0.429;TRANDOLAPRIL;0;1;0;0;0;0;;(414.1446, 9705.48)(415.1593, 2374.66)(416.1524, 1813.22)(452.1038, 489.8);414.145;0;-17.109;-17.109;1;1;0
3781;430.247;3.738;TRANDOLAPRIL;1;0;0;0;0;0;[[1033],233.142,3.710][[3418],402.219,3.679][[5702],692.071,3.811];(453.2363, 2479.07)(454.2401, 828.45)(455.2501, 416.09)(431.2551, 1859065.0)(432.2589, 436665.84)(433.2609, 57984.14)(434.2627, 6432.52)(435.2646, 753.63)(469.2081, 5217.72)(470.2106, 1619.72);431.255;1;0.001;0.000;1;1;0
4430;488.923;1.521;TRANDOLAPRIL;0;1;1;1;0;0;;(489.9301, 6631.61)(490.9247, 2758.23)(491.9349, 1318.8);489.930;0;58.676;58.676;1;3;0
4982;557.787;2.291;TRANDOLAPRIL;0;1;1;1;0;0;;(558.7947, 5225.93)(559.7879, 2891.08)(560.7784, 3585.61)(561.7791, 1786.25);558.795;0;127.541;127.541;1;1;0
5029;565.039;0.651;TRANDOLAPRIL;0;0;1;1;0;0;;(566.0458, 1492.28)(567.053, 1086.56)(568.041, 19877.15);568.041;0;134.793;134.793;1;1;0
5205;589.825;2.882;TRANDOLAPRIL;0;1;1;1;0;0;;(590.832, 8036.52)(591.829, 2131.57)(592.8452, 1303.99);590.832;0;159.578;159.578;1;1;1
5653;677.341;2.330;TRANDOLAPRIL;0;0;1;0;0;0;;(700.3365, 10371.84)(701.3564, 3245.87)(678.3468, 13559.85)(679.3434, 7879.84)(680.334, 6809.14);678.347;0;247.094;247.094;1;1;0
5702;692.071;3.811;TRANDOLAPRIL;0;0;0;0;1;1;;(693.0778, 5074.58)(694.0842, 2898.92)(695.0938, 3786.89)(696.0937, 386.44)(697.073, 5536.71);697.073;0;261.824;261.824;1;1;1
60;118.084;0.453;TRANILAST;1;0;0;0;0;0;;(119.0931, 175564.16)(120.0931, 19060.92)(121.096, 911.19)(237.1824, 613.84);119.093;0;-209.027;-209.027;1;3;0
328;162.068;3.967;TRANILAST;1;0;0;0;0;0;;(163.0751, 11007.17)(164.0789, 2167.93);163.075;0;-165.043;-165.043;1;1;0
329;162.068;4.340;TRANILAST;1;0;0;0;0;0;;(347.1253, 878.18)(163.0756, 8350.31)(164.0791, 1852.9)(165.0747, 1345.39);163.076;0;-165.043;-165.043;1;1;0
597;190.064;3.936;TRANILAST;1;0;0;0;0;0;;(191.0708, 160563.67)(192.0743, 16552.08)(193.0755, 2075.68);191.071;0;-137.047;-137.047;1;1;0
598;190.063;4.361;TRANILAST;1;0;0;0;0;0;;(191.0708, 1625974.8)(192.0744, 168071.53)(193.0757, 19111.04)(194.08, 1690.67)(419.0897, 455.78);191.071;0;-137.047;-137.047;1;1;0
605;190.100;3.788;TRANILAST;1;0;0;0;0;0;;(191.1071, 7725.51)(192.1094, 2518.74);191.107;0;-137.011;-137.012;1;1;0
726;204.087;2.251;TRANILAST;0;0;1;0;0;0;;(205.0933, 4533.15)(447.1382, 802.19)(409.1828, 9282.31);409.183;0;-123.024;-123.024;1;1;2
1105;239.090;1.267;TRANILAST;0;1;0;0;0;0;;(501.1702, 1022.08)(240.0989, 2767.67)(517.142, 644.48)(479.1873, 13384.8);479.187;0;-88.020;-88.020;1;1;0
2189;321.136;0.772;TRANILAST;0;1;1;0;0;0;;(665.2669, 477.41)(322.1427, 16475.27)(360.0988, 1321.29)(643.2758, 343.82);322.143;0;-5.975;-5.975;1;1;2
2284;327.111;3.940;TRANILAST;1;0;0;0;0;0;;(350.0999, 17343.43)(351.1029, 3429.74)(352.1057, 728.62)(328.1185, 2159.81)(329.1244, 691.3)(330.1284, 519.81);350.100;0;-0.000;0.000;1;2;1
2285;327.111;4.347;TRANILAST;1;0;0;0;0;0;;(350.1, 114425.23)(351.1031, 22297.12)(352.1057, 3214.68)(353.1071, 819.28)(677.2088, 1922.44)(678.2141, 758.8)(679.1905, 451.25)(328.1174, 35198.76)(329.1181, 13099.81)(330.1223, 1643.21)(366.071, 4810.03)(367.0745, 1529.25)(368.0765, 549.83);350.100;0;-0.000;0.000;1;1;0
2647;348.847;0.957;TRANILAST;0;1;1;1;0;0;;(349.8539, 5719.14)(350.8592, 1693.88)(351.8518, 1802.6);349.854;0;21.736;21.736;1;1;1
2649;349.093;3.955;TRANILAST;1;0;0;0;0;0;;(350.0999, 53836.65)(351.1031, 10510.08)(352.1074, 1602.25);350.100;0;21.982;21.982;1;1;0
2879;365.059;3.955;TRANILAST;1;0;0;0;0;0;;(366.0665, 7309.09)(367.0697, 1378.37)(368.0713, 456.53);366.067;0;37.949;37.949;1;1;1
3090;379.191;0.427;TRANILAST;1;0;0;0;0;0;;(380.1954, 3996.49)(418.1543, 12915.54)(419.1687, 4916.08)(420.1655, 1867.29);418.154;0;52.080;52.080;1;1;0
3338;396.278;5.364;TRANILAST;0;1;1;0;0;0;;(397.2855, 18727.15)(398.2885, 6587.14)(399.288, 15576.0);397.286;0;69.168;69.168;1;1;0
3515;411.062;4.350;TRANILAST;1;0;0;0;0;0;;(412.0698, 10706.53)(413.0725, 2631.44)(414.0705, 648.01);412.070;0;83.952;83.952;1;1;1
3730;427.036;4.423;TRANILAST;1;0;0;0;0;0;;(428.043, 7618.46)(429.0463, 2249.46)(430.051, 582.14);428.043;0;99.925;99.925;1;1;0
3971;446.115;2.710;TRANILAST;1;0;0;0;0;0;;(447.1219, 17298.59)(448.1249, 4224.79)(449.1231, 1323.38);447.122;0;119.004;119.004;1;1;1
4615;507.744;1.856;TRANILAST;0;1;0;1;0;0;;(530.7304, 8439.99)(508.7544, 4364.61)(509.761, 1875.15)(510.7546, 4147.05);530.730;0;180.633;180.633;1;1;0
5233;593.803;3.122;TRANILAST;0;1;1;1;0;0;;(594.81, 18724.65)(595.8103, 609.08)(596.8281, 975.32);594.810;0;266.692;266.692;1;2;1
5794;725.866;2.153;TRANILAST;0;1;1;1;0;0;;(726.8721, 1372.88)(727.8719, 1375.34)(728.8665, 6469.45)(729.8636, 1336.68);728.866;0;398.755;398.755;1;1;0
1142;242.143;1.207;TRAZODONE;0;1;1;0;0;0;;(507.2767, 6196.39)(508.2775, 3463.39)(243.1517, 15598.46)(523.2494, 19203.85);523.249;0;-129.008;-129.008;0;1;1
2436;335.201;1.568;TRAZODONE;0;1;1;0;0;0;;(358.1903, 12432.67)(693.3867, 1453.94)(336.2079, 66324.84)(337.1988, 34008.26)(709.3703, 1102.09)(671.4075, 7009.09)(672.4139, 3573.22);336.208;0;-35.951;-35.951;0;2;2
2867;364.144;0.791;TRAZODONE;0;1;0;0;0;0;;(387.1303, 1386.07)(365.1511, 13100.43)(366.1504, 3636.07);365.151;0;-7.007;-7.007;0;1;0
2961;371.152;2.374;TRAZODONE;1;0;0;0;0;0;[[3186],387.147,2.329];(372.1594, 984941.56)(373.1624, 183876.9)(374.1573, 282117.66)(375.1596, 52252.11)(376.1646, 4467.62);372.159;1;0.001;0.000;0;1;0
2987;372.690;1.446;TRAZODONE;0;0;0;1;0;0;;(373.6929, 5970.46)(374.7008, 1952.53)(375.6821, 1713.67);373.693;0;1.538;1.538;0;1;1
3186;387.147;2.329;TRAZODONE;0;0;0;0;1;1;;(410.1386, 1728.52)(388.1546, 13186.92)(389.161, 3760.23)(390.1606, 3943.71);388.155;0;15.996;15.995;0;1;0
4379;483.592;1.733;TRAZODONE;0;1;1;1;0;0;;(484.5996, 9064.93)(485.5906, 4513.91)(486.586, 3717.87);484.600;0;112.441;112.441;0;2;0
4475;491.709;1.209;TRAZODONE;0;0;1;1;0;0;;(492.7168, 5754.31)(984.4172, 807.03)(985.4229, 469.28);492.717;0;120.557;120.557;0;1;0
4556;499.792;3.350;TRAZODONE;0;1;1;1;0;0;;(522.7823, 2533.2)(500.799, 29161.92)(501.7969, 9420.36)(502.7993, 2994.18);500.799;0;128.640;128.640;0;1;3
4670;514.272;1.136;TRAZODONE;0;1;1;0;0;0;;(515.28, 7054.5)(516.2701, 3901.03);515.280;0;143.121;143.121;0;1;1
5148;581.852;0.396;TRAZODONE;0;0;0;1;0;0;;(604.8512, 5072.93)(620.8165, 1524.79)(582.8611, 5822.66)(583.8804, 3859.69);582.861;0;210.701;210.701;0;1;0
6131;906.479;2.181;TRAZODONE;0;1;1;1;0;0;;(907.4861, 5732.75)(908.484, 3761.94)(909.4828, 2344.58);907.486;0;535.328;535.328;0;1;0
269;154.074;1.234;TRIHEXYPHENIDYL;0;1;1;0;0;0;;(155.0813, 7344.28)(156.0775, 998.15)(157.0776, 759.48)(347.1068, 893.74);155.081;0;-147.166;-147.167;1;1;2
1642;283.230;3.015;TRIHEXYPHENIDYL;0;0;0;0;1;1;;(284.2374, 22319.11)(285.241, 5194.65)(286.2425, 771.77)(567.4598, 590.78);284.237;0;-18.010;-18.011;1;1;0
1881;301.241;3.011;TRIHEXYPHENIDYL;1;0;0;0;0;0;[[1642],283.230,3.015];(324.2289, 645.21)(302.2482, 2457159.2)(303.2522, 471847.2)(304.2547, 45951.21)(305.2575, 4049.47)(603.4847, 456.49);302.248;1;0.001;0.000;1;1;0
2130;318.135;0.453;TRIHEXYPHENIDYL;0;0;1;0;0;0;;(319.1424, 24422.48)(357.1028, 6382.33);319.142;0;16.895;16.895;1;1;0
4360;482.247;1.522;TRIHEXYPHENIDYL;0;1;1;0;0;0;;(483.2544, 13183.42)(484.2565, 4823.43)(485.2671, 7162.38);483.254;0;181.007;181.007;1;2;2
4690;516.799;0.401;TRIHEXYPHENIDYL;0;1;0;1;0;0;;(517.8051, 6433.56)(518.7941, 1010.2)(519.8051, 2027.07);517.805;0;215.558;215.558;1;1;0
5380;620.824;0.390;TRIHEXYPHENIDYL;0;1;0;1;0;0;;(621.8253, 8310.09)(622.8205, 1762.03)(623.8119, 2838.4);621.825;0;319.584;319.584;1;1;1
5600;663.319;3.469;TRIHEXYPHENIDYL;0;1;1;0;0;0;;(664.3262, 9082.76)(665.3355, 3199.3);664.326;0;362.078;362.078;1;1;2
104;129.039;0.649;TRIMEBUTINE MALEATE;0;1;0;0;0;0;;(152.0251, 8783.56)(281.0618, 1953.71)(130.0396, 36273.27)(131.0432, 2219.07)(297.03, 11364.69)(298.0378, 2158.14)(259.0805, 44313.14)(260.0858, 5439.32);259.080;0;-258.166;-258.166;1;1;0
223;148.089;1.459;TRIMEBUTINE MALEATE;1;0;0;0;0;0;;(149.0964, 8440.19)(150.097, 1558.0);149.096;0;-239.115;-239.115;1;1;3
263;153.055;2.998;TRIMEBUTINE MALEATE;0;0;0;0;1;1;;(154.0625, 27445.11)(155.0687, 4118.3);154.062;0;-234.149;-234.149;1;1;0
375;168.079;2.999;TRIMEBUTINE MALEATE;0;0;0;0;1;1;;(169.0865, 18093.34)(170.0894, 2478.69);169.087;0;-219.125;-219.125;1;1;0
434;174.988;0.535;TRIMEBUTINE MALEATE;0;1;1;1;0;0;;(175.9983, 6437.15)(176.9934, 1448.89)(177.9883, 3128.64)(213.9509, 6237.0);175.998;0;-212.217;-212.217;1;1;0
446;176.084;5.169;TRIMEBUTINE MALEATE;1;0;0;0;0;0;;(177.091, 24777.71)(178.0931, 4310.7);177.091;0;-211.121;-211.121;1;1;0
631;193.147;1.450;TRIMEBUTINE MALEATE;1;0;0;0;0;0;;(194.1541, 22913.03)(195.1569, 3362.75)(232.1112, 1617.29);194.154;0;-194.058;-194.058;1;1;55
636;194.058;2.999;TRIMEBUTINE MALEATE;0;0;0;0;1;1;;(195.0658, 247482.22)(196.0691, 25196.91)(197.0717, 3056.62);195.066;0;-193.146;-193.146;1;1;0
658;197.045;2.989;TRIMEBUTINE MALEATE;0;0;0;0;1;1;;(198.0579, 54574.84)(199.0606, 6339.61)(200.0538, 2949.47)(201.0647, 463.61);198.058;0;-190.159;-190.159;1;1;0
798;212.069;3.003;TRIMEBUTINE MALEATE;0;0;0;0;1;1;;(213.0761, 5867.47)(214.0815, 711.75)(215.0824, 391.53);213.076;0;-175.136;-175.136;1;1;0
1618;281.197;4.072;TRIMEBUTINE MALEATE;0;1;1;0;0;0;;(282.2049, 6154.98)(283.2057, 1215.37);282.205;0;-106.007;-106.008;1;1;1
2084;315.216;2.119;TRIMEBUTINE MALEATE;0;1;1;0;0;0;;(669.3903, 1681.87)(338.206, 3510.36)(316.2224, 9162.72)(317.2243, 2936.16);316.222;0;-71.989;-71.989;1;1;7
2531;342.147;2.982;TRIMEBUTINE MALEATE;0;0;0;0;1;1;;(343.152, 7082.19)(344.1566, 2770.12)(345.1569, 7666.09)(346.1574, 3101.6);345.157;0;-45.057;-45.057;1;1;0
2999;373.189;2.993;TRIMEBUTINE MALEATE;0;0;0;0;1;1;;(374.1954, 12643.96)(375.1978, 4335.5)(376.2055, 2012.05)(747.3894, 1038.56);374.195;0;-14.016;-14.016;1;1;1
3051;376.184;1.054;TRIMEBUTINE MALEATE;0;1;1;0;0;0;;(377.19, 71069.51)(378.1942, 20020.59);377.190;0;-11.021;-11.022;1;2;1
3173;385.877;2.535;TRIMEBUTINE MALEATE;0;1;1;1;0;0;;(408.8679, 788.05)(794.7353, 808.51)(386.8838, 17261.75)(424.8408, 607.84);386.884;0;-1.328;-1.328;1;2;1
3174;385.877;2.550;TRIMEBUTINE MALEATE;0;1;1;1;0;0;;(386.8855, 11516.56)(810.7194, 867.78)(772.7692, 1802.4);386.885;0;-1.327;-1.328;1;2;1
3192;387.205;2.998;TRIMEBUTINE MALEATE;1;0;0;0;0;0;[[263],153.055,2.998][[375],168.079,2.999][[636],194.058,2.999][[658],197.045,2.989][[798],212.069,3.003][[2531],342.147,2.982][[2999],373.189,2.993][[5118],578.297,3.036];(388.2125, 787305.6)(389.2156, 176249.1)(390.2184, 25778.61);388.212;1;0.001;0.000;1;1;0
3419;402.244;1.528;TRIMEBUTINE MALEATE;0;0;1;0;0;0;;(827.4747, 625.08)(403.2519, 7417.9)(404.253, 2050.47);403.252;0;15.040;15.040;1;1;2
3824;433.265;4.102;TRIMEBUTINE MALEATE;0;1;1;0;0;0;;(889.5136, 463.97)(434.2716, 6326.6)(435.2767, 1116.21)(905.494, 3094.0)(906.5004, 1112.2);434.272;0;46.060;46.061;1;1;0
