Index;MZ;RT;ParentDrug;GoodFilter;FilterNoisyT0;FilterNoisyT12;FilterDifferentMassDefect;FilterLikelyDrugFragment;FilterLikelyDrugMetaboliteFragment;PotentialFragments;IonSpectrum;LeadingMZ;DrugMassFlag;DrugMassDelta;DrugMassDeltaSmoothed;DrugConsumedFlag;NumberOfDrugs;NumberOfIncreasedT12vsT0
2206;322.114;2.273;APOMORPHINE;1;0;0;0;0;0;;(323.1211, 11700.01)(324.1238, 3181.85)(325.1239, 2930.16);323.121;0;54.988;54.988;0;1;0
2207;322.114;1.436;APOMORPHINE;1;0;0;0;0;0;;(323.121, 11144.3)(324.119, 3047.77)(683.1923, 1534.48);323.121;0;54.988;54.988;0;1;0
2693;352.088;2.329;APOMORPHINE;1;0;0;0;0;0;;(353.0952, 14709.86)(354.1004, 3381.24)(355.1029, 1094.45);353.095;0;84.962;84.962;0;1;1
2721;354.104;2.282;APOMORPHINE;1;0;0;0;0;0;;(355.111, 7002.42)(356.1159, 1767.94)(357.1232, 626.0);355.111;0;86.978;86.978;0;1;0
2723;354.140;2.273;APOMORPHINE;1;0;0;0;0;0;;(355.1471, 11301.61)(356.1518, 3744.36)(357.144, 1752.26);355.147;0;87.014;87.014;0;1;2
2875;364.676;2.538;APOMORPHINE;0;1;1;1;0;0;;(387.6624, 1917.57)(365.6842, 7348.1);365.684;0;97.551;97.551;0;1;2
2894;366.103;2.520;APOMORPHINE;1;0;0;0;0;0;;(367.111, 6530.06)(368.1152, 1800.51);367.111;0;98.978;98.978;0;1;0
3110;382.099;2.592;APOMORPHINE;1;0;0;0;0;0;;(383.1064, 7769.18)(384.1096, 1717.96)(385.1083, 638.7);383.106;0;114.973;114.973;0;1;1
3425;403.091;2.394;APOMORPHINE;1;0;0;0;0;0;;(404.0987, 8319.29)(405.1037, 1948.45)(406.0966, 1342.57);404.099;0;135.965;135.965;0;1;1
3610;418.102;1.756;APOMORPHINE;1;0;0;0;0;0;;(419.1089, 10277.1)(420.113, 2541.57);419.109;0;150.976;150.976;0;1;8
3705;424.717;1.098;APOMORPHINE;0;1;1;1;0;0;;(425.7241, 13722.86)(426.7208, 4400.53)(427.7265, 3368.71);425.724;0;157.591;157.591;0;1;1
3857;437.087;2.753;APOMORPHINE;1;0;0;0;0;0;;(438.0938, 6967.65)(439.0972, 1906.4)(440.0932, 977.72);438.094;0;169.961;169.961;0;1;2
4133;460.112;2.446;APOMORPHINE;1;0;0;0;0;0;;(461.1195, 6760.54)(462.1235, 2051.05)(463.1217, 889.92)(959.1931, 410.7);461.120;0;192.986;192.986;0;1;1
4271;474.129;2.616;APOMORPHINE;1;0;0;0;0;0;;(475.1359, 7497.95)(476.1405, 2337.61)(477.1386, 1178.65);475.136;0;207.003;207.003;0;1;1
4654;512.759;1.886;APOMORPHINE;0;1;1;1;0;0;;(513.7649, 5777.18)(514.7734, 3411.63)(515.7688, 1153.85);513.765;0;245.633;245.633;0;1;0
4684;516.135;1.545;APOMORPHINE;0;0;0;0;1;1;;(517.1426, 8323.26)(518.1491, 1948.58)(519.1432, 1501.92);517.143;0;249.009;249.009;0;1;0
4902;544.949;2.444;APOMORPHINE;0;1;1;1;0;0;;(545.9559, 5330.22)(546.9507, 2395.4)(547.9489, 5238.97);545.956;0;277.823;277.823;0;1;0
5678;684.068;0.361;APOMORPHINE;1;0;0;0;0;0;;(685.0748, 5563.94)(686.0774, 1116.73)(687.074, 1605.76);685.075;0;416.942;416.942;0;1;1
5952;785.363;1.557;APOMORPHINE;0;1;1;1;1;1;;(786.3706, 6317.06)(787.3771, 1973.43)(788.3808, 1709.32);786.371;0;518.237;518.237;0;1;0
5967;795.418;3.227;APOMORPHINE;0;1;0;1;0;0;;(796.4262, 6026.61)(797.4185, 2867.29)(798.4128, 1237.88);796.426;0;528.292;528.292;0;1;1
17;108.094;3.542;ARTEMISININ;1;0;0;0;0;0;;(109.1015, 8019.62)(110.1044, 789.84)(111.091, 723.3);109.102;0;-174.053;-174.052;1;1;41
18;108.095;4.227;ARTEMISININ;0;0;0;0;1;1;;(131.0856, 8942.09)(109.1014, 3085.0)(110.105, 521.81)(111.0905, 846.62)(147.0572, 8285.27)(148.0587, 628.38)(149.06, 690.92)(217.1939, 356.5);131.086;0;-174.052;-174.052;1;1;0
70;120.088;4.247;ARTEMISININ;0;0;0;0;1;1;;(143.0787, 12964.11)(121.0952, 22104.25)(122.0965, 2105.05);121.095;0;-162.058;-162.058;1;1;0
71;120.091;4.245;ARTEMISININ;0;0;0;0;1;1;;(143.0813, 9635.64)(121.1013, 18065.86)(122.1025, 2431.85);121.101;0;-162.056;-162.056;1;1;0
72;120.094;4.218;ARTEMISININ;0;0;0;0;1;1;;(143.0859, 1972.09)(121.1013, 6973.63)(122.1036, 394.3);121.101;0;-162.052;-162.052;1;1;0
75;120.094;3.757;ARTEMISININ;1;0;0;0;0;0;[[301],158.110,3.736][[445],176.083,3.771][[2294],327.204,3.772];(121.1013, 5990.42)(122.0989, 753.72);121.101;0;-162.053;-162.052;1;1;8
81;122.111;4.225;ARTEMISININ;0;0;0;0;1;1;;(145.1013, 14170.73)(123.1161, 14501.6)(124.12, 1375.1);123.116;0;-160.036;-160.036;1;1;0
88;124.089;4.212;ARTEMISININ;0;0;0;0;1;1;;(125.0963, 17460.2)(126.1002, 1686.92);125.096;0;-158.058;-158.058;1;1;0
115;130.078;4.228;ARTEMISININ;0;0;0;0;1;1;;(131.0859, 6440.11)(132.0844, 1292.86)(169.0422, 1159.97);131.086;0;-152.068;-152.068;1;1;0
128;132.094;4.223;ARTEMISININ;0;0;0;0;1;1;;(133.1017, 24639.05)(134.1044, 2814.49);133.102;0;-150.052;-150.052;1;1;0
143;134.110;3.770;ARTEMISININ;1;0;0;0;0;0;[[301],158.110,3.736][[445],176.083,3.771][[2294],327.204,3.772];(135.1168, 7698.82)(136.1166, 1773.98);135.117;0;-148.037;-148.037;1;1;3
152;136.089;3.528;ARTEMISININ;1;0;0;0;0;0;;(137.0963, 8418.02)(138.0998, 946.8)(139.0861, 561.31);137.096;0;-146.058;-146.058;1;1;54
163;138.105;4.213;ARTEMISININ;0;0;0;0;1;1;;(139.112, 16807.37)(140.1143, 2213.51)(141.1197, 390.69)(277.2155, 911.63);139.112;0;-144.042;-144.042;1;1;0
193;144.089;4.267;ARTEMISININ;0;0;0;0;1;1;;(145.0959, 71220.25)(146.0988, 8398.44);145.096;0;-138.058;-138.057;1;1;0
194;144.094;4.211;ARTEMISININ;0;0;0;0;1;1;;(145.1013, 13231.52)(146.1034, 2318.63);145.101;0;-138.053;-138.053;1;1;0
211;146.105;4.266;ARTEMISININ;0;0;0;0;1;1;;(147.1122, 11571.28)(148.1154, 1671.37);147.112;0;-136.042;-136.042;1;1;0
213;146.109;4.291;ARTEMISININ;0;0;0;0;1;1;;(147.1163, 10735.53)(148.1194, 2212.11);147.116;0;-136.038;-136.037;1;1;0
221;148.089;4.224;ARTEMISININ;0;0;0;0;1;1;;(171.0794, 1356.49)(149.0961, 8373.72)(150.0998, 964.5);149.096;0;-134.058;-134.058;1;1;0
224;148.089;3.772;ARTEMISININ;1;0;0;0;0;0;[[301],158.110,3.736][[445],176.083,3.771][[2294],327.204,3.772];(149.0959, 9969.17)(150.0992, 1426.24)(151.0844, 1141.82);149.096;0;-134.058;-134.058;1;1;3
225;148.125;4.198;ARTEMISININ;0;0;0;0;1;1;;(149.1326, 11544.81)(150.133, 992.97);149.133;0;-134.021;-134.021;1;2;0
226;148.125;3.563;ARTEMISININ;1;0;0;0;0;0;;(149.1327, 10146.32)(150.1351, 1449.79);149.133;0;-134.021;-134.021;1;1;42
241;150.068;4.235;ARTEMISININ;0;0;0;0;1;1;;(151.0741, 10398.07)(152.0745, 1749.95)(153.0649, 1680.54);151.074;0;-132.078;-132.078;1;1;0
245;150.105;4.221;ARTEMISININ;0;0;0;0;1;1;;(151.1122, 103313.7)(152.115, 9846.11);151.112;0;-132.042;-132.042;1;1;0
246;150.105;3.771;ARTEMISININ;1;0;0;0;0;0;[[301],158.110,3.736][[445],176.083,3.771][[2294],327.204,3.772];(173.0955, 1672.95)(151.112, 8305.34)(152.1147, 932.07);151.112;0;-132.042;-132.042;1;1;3
247;150.105;3.453;ARTEMISININ;1;0;0;0;0;0;;(173.0956, 7572.79)(151.1121, 14565.04)(152.1149, 2638.43);151.112;0;-132.042;-132.042;1;1;1
248;150.141;3.770;ARTEMISININ;0;1;0;0;0;0;;(151.148, 11042.13)(152.1516, 1608.43);151.148;0;-132.006;-132.006;1;1;8
281;156.079;4.222;ARTEMISININ;0;0;0;0;1;1;;(157.0866, 9843.11)(158.0885, 1384.17)(159.08, 2850.23);157.087;0;-126.067;-126.067;1;1;0
300;158.110;4.213;ARTEMISININ;0;0;0;0;1;1;;(159.1171, 9071.97)(160.1209, 1255.15);159.117;0;-124.037;-124.037;1;1;0
301;158.110;3.736;ARTEMISININ;0;0;0;0;0;1;;(159.1169, 11168.19)(160.121, 1874.1);159.117;0;-124.037;-124.037;1;1;10
307;160.047;4.209;ARTEMISININ;0;0;0;0;1;1;;(161.0547, 22837.71)(162.0572, 1066.44);161.055;0;-122.099;-122.099;1;1;0
311;160.089;4.228;ARTEMISININ;0;0;0;0;1;1;;(343.1659, 1898.51)(161.0962, 11157.54)(162.1005, 711.21)(163.0938, 1197.83);161.096;0;-122.058;-122.058;1;1;0
313;160.125;3.764;ARTEMISININ;1;0;0;0;0;0;[[301],158.110,3.736][[445],176.083,3.771][[2294],327.204,3.772];(161.1326, 9050.55)(162.1358, 1296.24);161.133;0;-122.021;-122.021;1;1;36
314;160.125;4.347;ARTEMISININ;0;0;1;0;0;0;;(161.1324, 10127.67)(162.1348, 1829.34);161.132;0;-122.022;-122.021;1;1;1
332;162.098;4.239;ARTEMISININ;0;0;0;0;1;1;;(163.1095, 28645.37)(164.1138, 3697.36);163.109;0;-120.049;-120.048;1;1;0
333;162.105;4.233;ARTEMISININ;0;0;0;0;1;1;;(185.0945, 1361.53)(163.1121, 16048.37)(164.1157, 2015.7);163.112;0;-120.042;-120.042;1;1;0
335;162.141;4.243;ARTEMISININ;0;0;0;0;1;1;;(163.1484, 7236.59)(164.1493, 832.13);163.148;0;-120.006;-120.006;1;1;0
361;166.101;4.221;ARTEMISININ;0;0;0;0;1;1;;(189.0912, 6647.71)(190.0938, 1273.04)(167.1072, 5087.7)(168.11, 863.36);189.091;0;-116.046;-116.046;1;1;0
362;166.136;3.555;ARTEMISININ;1;0;0;0;0;0;;(167.1432, 6203.54)(168.1449, 1428.6);167.143;0;-116.011;-116.011;1;1;50
408;172.125;4.212;ARTEMISININ;0;0;0;0;1;1;;(173.1327, 20667.08)(174.1358, 2957.76);173.133;0;-110.021;-110.021;1;1;0
431;174.137;4.240;ARTEMISININ;0;0;0;0;1;1;;(175.148, 7420.69)(176.1508, 1723.09);175.148;0;-108.010;-108.010;1;1;0
432;174.141;4.253;ARTEMISININ;0;0;1;0;1;1;;(175.1482, 10679.67)(176.1512, 1960.26);175.148;0;-108.006;-108.006;1;1;0
444;176.083;4.231;ARTEMISININ;0;0;0;0;1;1;;(177.0911, 8861.92)(178.0933, 1393.54);177.091;0;-106.063;-106.063;1;1;0
445;176.083;3.771;ARTEMISININ;0;1;0;0;0;1;;(177.0909, 13117.98)(178.0927, 2920.1);177.091;0;-106.063;-106.063;1;2;4
451;176.120;4.215;ARTEMISININ;0;0;0;0;1;1;;(177.1275, 10012.81)(178.1301, 1550.48);177.127;0;-106.026;-106.027;1;1;0
452;176.120;3.438;ARTEMISININ;1;0;0;0;0;0;;(177.1272, 8335.34)(178.1286, 2023.29);177.127;0;-106.027;-106.027;1;1;8
467;178.100;4.213;ARTEMISININ;0;0;0;0;1;1;;(179.107, 14555.76)(180.1083, 1243.06)(181.0978, 1215.82);179.107;0;-104.047;-104.047;1;1;0
470;178.136;3.531;ARTEMISININ;1;0;0;0;0;0;;(179.1434, 26662.97)(180.1465, 3529.33);179.143;0;-104.011;-104.011;1;1;70
496;180.116;4.233;ARTEMISININ;0;0;0;0;1;1;;(181.1229, 7955.46)(182.1262, 1230.69)(183.1153, 2724.17);181.123;0;-102.031;-102.032;1;1;0
560;186.105;4.237;ARTEMISININ;0;0;0;0;1;1;;(187.1117, 8237.38)(188.1156, 1535.83);187.112;0;-96.042;-96.042;1;1;0
583;188.083;4.291;ARTEMISININ;0;0;1;0;1;1;;(189.0909, 20524.9)(190.0949, 3644.28);189.091;0;-94.063;-94.063;1;1;0
602;190.100;4.221;ARTEMISININ;0;0;0;0;1;1;;(191.1068, 9705.51)(192.1094, 1881.48)(193.0969, 934.63);191.107;0;-92.047;-92.047;1;1;0
608;190.136;4.210;ARTEMISININ;0;0;0;0;1;1;;(191.1434, 38000.64)(192.1467, 5426.63)(193.1579, 746.36);191.143;0;-92.011;-92.011;1;1;0
619;192.152;3.894;ARTEMISININ;1;0;0;0;0;0;;(193.1588, 12523.9)(194.1612, 2617.24);193.159;0;-89.995;-89.995;1;1;1
637;194.095;4.232;ARTEMISININ;0;0;0;0;1;1;;(195.1023, 10432.38)(196.1059, 1201.79);195.102;0;-88.052;-88.052;1;1;0
638;194.131;3.529;ARTEMISININ;1;0;0;0;0;0;;(195.1381, 43519.74)(196.1418, 5175.0)(197.1521, 634.06);195.138;0;-88.016;-88.015;1;1;51
686;200.120;4.214;ARTEMISININ;0;0;0;0;1;1;;(201.128, 30657.95)(202.1312, 4217.06);201.128;0;-82.026;-82.025;1;1;0
709;202.131;4.272;ARTEMISININ;0;0;0;0;1;1;;(203.1379, 31737.73)(204.1412, 4599.57);203.138;0;-80.016;-80.016;1;1;0
711;202.136;4.238;ARTEMISININ;0;0;0;0;1;1;;(203.143, 12827.3)(204.146, 1868.68);203.143;0;-80.011;-80.011;1;1;0
712;202.136;3.892;ARTEMISININ;1;0;0;0;0;0;;(203.1433, 33945.13)(204.1464, 4966.55)(205.1561, 717.17);203.143;0;-80.011;-80.011;1;1;3
729;204.115;4.217;ARTEMISININ;0;0;0;0;1;1;;(205.1222, 17440.1)(206.1252, 2325.4);205.122;0;-78.032;-78.032;1;1;0
730;204.115;3.748;ARTEMISININ;1;0;0;0;0;0;[[301],158.110,3.736][[445],176.083,3.771][[2294],327.204,3.772];(205.1221, 8612.64)(206.124, 1055.61);205.122;0;-78.032;-78.032;1;1;36
