# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S083_2017_Jun_06_19_20_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:27:02 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B3-S083-T00(raw),MZ002H-Pool01-P008B3-S083-T12(raw),MZ002H-Pool02-P008B3-S083-T00(raw),MZ002H-Pool02-P008B3-S083-T12(raw),MZ002H-Pool03-P008B3-S083-T00(raw),MZ002H-Pool03-P008B3-S083-T12(raw),MZ002H-Pool04-P008B3-S083-T00(raw),MZ002H-Pool04-P008B3-S083-T12(raw),MZ002H-Pool05-P008B3-S083-T00(raw),MZ002H-Pool05-P008B3-S083-T12(raw),MZ002H-Pool06-P008B3-S083-T00(raw),MZ002H-Pool06-P008B3-S083-T12(raw),MZ002H-Pool07-P008B3-S083-T00(raw),MZ002H-Pool07-P008B3-S083-T12(raw),MZ002H-Pool08-P008B3-S083-T00(raw),MZ002H-Pool08-P008B3-S083-T12(raw),MZ002H-Pool09-P008B3-S083-T00(raw),MZ002H-Pool09-P008B3-S083-T12(raw),MZ002H-Pool10-P008B3-S083-T00(raw),MZ002H-Pool10-P008B3-S083-T12(raw),MZ002H-Pool11-P008B3-S083-T00(raw),MZ002H-Pool11-P008B3-S083-T12(raw),MZ002H-Pool12-P008B3-S083-T00(raw),MZ002H-Pool12-P008B3-S083-T12(raw),MZ002H-Pool13-P008B3-S083-T00(raw),MZ002H-Pool13-P008B3-S083-T12(raw),MZ002H-Pool14-P008B3-S083-T00(raw),MZ002H-Pool14-P008B3-S083-T12(raw),MZ002H-Pool15-P008B3-S083-T00(raw),MZ002H-Pool15-P008B3-S083-T12(raw),MZ002H-Pool16-P008B3-S083-T00(raw),MZ002H-Pool16-P008B3-S083-T12(raw),MZ002H-Pool17-P008B3-S083-T00(raw),MZ002H-Pool17-P008B3-S083-T12(raw),MZ002H-Pool18-P008B3-S083-T00(raw),MZ002H-Pool18-P008B3-S083-T12(raw),MZ002H-Pool19-P008B3-S083-T00(raw),MZ002H-Pool19-P008B3-S083-T12(raw),MZ002H-Pool20-P008B3-S083-T00(raw),MZ002H-Pool20-P008B3-S083-T12(raw),MZ002H-Pool21-P008B3-S083-T00(raw),MZ002H-Pool21-P008B3-S083-T12(raw),MZ002H-Pool97-P008B3-S083-T00(raw),MZ002H-Pool97-P008B3-S083-T12(raw),MZ002H-Pool98-P008B3-S083-T00(raw),MZ002H-Pool98-P008B3-S083-T12(raw),MZ002H-Pool99-P008B3-S083-T00(raw),MZ002H-Pool99-P008B3-S083-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
849.7128@0.37372342,28859,1,26268,24774,29394,24533,29162,27052,24824,20316,27601,24245,28280,21633,25808,27450,29182,23357,24137,26944,26471,26377,26083,26011,27047,23165,26162,20416,26741,27508,27860,24923,25479,23850,23179,20293,27940,23522,24393,25470,21788,27475,25665,25226,26514,22847,27590,25937,849.7128@0.37372342,849.7128,0.37372342,47,+,"(850.7202, 7499.06)(851.7274, 1207.89)(852.7205, 3137.69)(853.7309, 1034.05)(854.7163, 936.16)"
949.6489@0.37352172,38059,25618,38352,32789,38812,32026,37364,34386,34236,33623,36411,32768,33571,35075,35428,35138,36476,31518,35888,34245,35974,35071,34007,34151,34063,30876,32397,33601,36366,36694,1,33585,35375,31456,1,31575,36650,33790,32776,34574,33802,35594,32592,33128,34451,36268,37101,35065,949.6489@0.37352172,949.6489,0.37352172,46,+,"(950.656, 10316.89)(951.6573, 2231.05)(952.6547, 5147.05)(953.6596, 1238.99)(954.6545, 1391.1)"
697.7645@0.373875,32842,23163,36383,32120,35191,28177,34038,32426,30329,30892,34544,30147,32005,31442,32046,31441,34646,29783,34622,31301,33772,32696,31106,30067,33200,29076,30642,30533,31999,32252,33714,30694,32757,29249,30358,30289,33880,29707,30994,30926,32871,33733,32179,31746,32391,33634,33026,31179,697.7645@0.373875,697.7645,0.373875,48,+,"(698.7724, 10790.04)(699.7735, 1049.92)(700.7703, 3223.64)(701.7708, 276.63)(702.7696, 321.5)(736.7248, 431.44)"
781.7262@0.37374997,46412,37371,55422,43517,56674,46490,48948,44731,43392,43932,51896,48512,44549,48622,44730,50390,53490,42209,46772,44153,48554,45818,50877,44065,46615,43530,48425,42319,50115,50702,50966,47499,48454,45649,41275,41162,52061,47095,48475,48280,45015,46264,46597,48555,45931,46227,52920,49869,781.7262@0.37374997,781.7262,0.37374997,48,+,"(782.7335, 16059.95)(783.7366, 2275.91)(784.732, 6048.82)(785.746, 1380.26)(786.7356, 1257.23)"
933.6742@0.37358063,23495,1,24729,1,23150,19891,23502,22863,1,1,23853,1,1,22186,21810,21532,22681,1,23594,1,22197,21843,21223,1,22530,1,21072,17216,22340,21457,21885,1,20841,1,1,1,22313,21149,1,21102,18185,22169,21460,1,21467,22490,23105,1,933.6742@0.37358063,933.6742,0.37358063,31,+,"(934.682, 6397.33)(935.6856, 1027.09)(936.6809, 3009.46)(937.692, 901.26)(938.68, 959.09)"
325.8796@0.37555322,35956,1,36663,29217,34876,31870,34752,29015,33219,28379,36214,32963,34649,34494,33585,31286,35421,32552,31417,32562,31250,29146,36050,28250,35764,25872,32197,26601,34104,33915,36569,32614,36010,27504,30648,26756,36527,31849,33718,32216,29941,34216,37085,33184,30342,34358,36199,32486,325.8796@0.37555322,325.8796,0.37555322,47,+,"(326.887, 13400.38)(327.8903, 573.21)(328.8857, 2212.71)"
613.803@0.37666664,24183,1,27311,23140,28094,1,25689,23747,1,1,25660,23523,23725,1,25399,1,25180,22350,23848,25311,26122,1,25383,1,24983,22429,24701,23890,25047,25043,25568,24808,23047,1,1,23967,25350,22763,24180,24825,1,28086,1,23506,26417,24760,24814,22080,613.803@0.37666664,613.803,0.37666664,36,+,"(614.8103, 8353.54)(615.7988, 1613.79)(616.8082, 2197.46)"
965.6231@0.37446806,51254,34838,49229,45344,49444,45017,47788,45269,44629,44096,47636,43111,46268,44887,45405,45703,48120,42433,49756,44438,45781,44768,45999,44508,46920,41107,44770,45496,46328,46819,1,45165,43668,41135,42241,43255,46882,42627,43332,42886,46627,46857,44994,43214,46158,46736,47409,45476,965.6231@0.37446806,965.6231,0.37446806,47,+,"(966.6302, 12509.32)(967.6312, 3343.37)(968.6282, 7533.5)(969.6321, 1523.06)(970.629, 1671.77)"
389.9398@0.3754186,72265,93022,79494,83577,79989,87277,85019,77100,87419,74787,84218,77726,89876,80936,82302,1,87737,79540,82879,82171,1,77428,1,78762,83078,80650,83519,1,85321,76062,85079,78831,83250,80264,85239,1,83779,83669,80779,79964,83486,78624,79667,82506,83350,82314,84310,82772,389.9398@0.3754186,389.9398,0.3754186,43,+,"(802.8676, 487.26)(390.9473, 24828.06)(391.9504, 2144.7)(392.9457, 7093.58)(393.9479, 569.38)(394.9442, 845.52)(818.8407, 544.36)(819.8257, 407.58)"
777.7987@0.376,1,1,23381,1,1,24888,20043,1,20545,1,1,1,1,1,19627,1,1,1,21801,1,21236,1,23099,1,20174,1,23595,1,19928,1,23000,1,21457,1,1,1,21852,1,20141,1,1,1,1,1,1,1,1,1,777.7987@0.376,777.7987,0.376,15,+,"(778.806, 5600.89)(779.8097, 1204.69)(780.8019, 2890.99)(781.8153, 471.62)(782.8064, 795.15)"
881.6618@0.37483338,87237,59456,86205,76298,84844,74490,82945,79614,77432,73449,81845,76094,78667,78403,77456,79249,79373,75920,83758,77571,80765,81020,79745,78142,78772,70034,73570,77121,79121,81110,82829,78462,74591,72368,73576,74179,81353,75447,77159,75343,75268,81530,74508,75909,77287,80329,82693,78528,881.6618@0.37483338,881.6618,0.37483338,48,+,"(882.6691, 19330.32)(883.671, 3902.57)(884.6674, 9449.52)(885.6739, 1576.65)(886.6668, 1923.83)(887.6755, 179.78)(888.689, 942.27)"
713.7387@0.3751875,78460,58197,88557,76783,86557,75118,78967,75751,70470,72189,77274,71888,75826,73017,74011,74864,77234,69811,78091,71919,77203,74862,75576,77307,75157,69475,72152,68904,76262,77774,75476,72558,73586,66644,68904,69602,74435,71347,71049,72681,73143,75916,73186,73434,74928,74032,75898,73476,713.7387@0.3751875,713.7387,0.3751875,48,+,"(736.7262, 542.68)(714.7466, 26726.57)(715.7496, 3010.99)(716.7447, 9195.7)(717.7673, 1913.23)(718.7439, 1310.46)(752.7011, 1132.68)(753.7167, 427.09)(754.6811, 421.52)"
541.8886@0.37560415,50519,61573,53755,52834,55433,57907,55958,51624,58030,52262,55356,52496,56325,52210,56546,52997,58175,57182,58500,52514,53322,51846,56887,49890,56664,53818,58702,52560,60191,52522,54682,55302,54192,52095,59689,54467,59395,49206,57274,52428,55839,54707,56687,49951,55985,52748,56305,55642,541.8886@0.37560415,541.8886,0.37560415,48,+,"(564.8829, 1104.08)(542.8958, 16370.95)(543.8983, 1768.82)(544.894, 5750.47)(545.909, 977.23)(546.8947, 1075.78)(580.8566, 3275.29)"
797.7006@0.37491667,98895,69832,101803,85483,99078,85333,95861,94010,88797,87683,95540,89342,93670,89618,91659,91418,94597,86109,95820,94443,93114,90272,89503,87556,93003,81112,88053,86128,93608,95195,96259,86680,89002,85747,84359,84100,92232,89330,88782,86589,90297,92992,86955,91434,92839,91945,95505,89294,797.7006@0.37491667,797.7006,0.37491667,48,+,"(798.7081, 27219.14)(799.7099, 4023.86)(800.7061, 11131.12)(801.7128, 1600.79)(802.7052, 2082.04)(803.7002, 357.36)(836.6572, 482.87)"
629.7773@0.3755417,72553,53566,74956,69121,74300,64078,73821,70393,66909,68900,71397,67088,69868,65777,69117,68602,73633,65880,68320,69209,72364,68449,68531,66582,71389,60415,65991,66346,68335,71823,68051,66352,65780,62357,61976,65419,69186,65124,64984,67279,69128,71880,63052,67254,69124,71319,70537,67590,629.7773@0.3755417,629.7773,0.3755417,48,+,"(630.7843, 22495.99)(631.7862, 2022.47)(632.7828, 6633.59)(633.7853, 471.79)(634.7827, 863.78)"
393.8669@0.37552086,57848,44817,61421,55033,61359,50845,59565,56598,53932,56214,62311,54620,57452,55713,57843,55272,59132,53658,60935,55377,58460,55776,55025,53849,58141,49274,55139,54305,60126,55127,57928,54601,54694,51095,54021,52992,57737,53034,54025,55098,58720,56645,55435,53594,58231,57613,59063,56407,393.8669@0.37552086,393.8669,0.37552086,48,+,"(394.8742, 23572.99)(395.8775, 1168.25)(396.8728, 3263.37)"
981.5964@0.37582982,49507,34502,44335,41089,47340,41583,43852,41656,43147,39816,44172,42695,42297,43523,42272,42166,43948,39203,45706,43565,42752,40786,41375,41570,44336,1,41618,41833,41963,44407,42785,41416,40228,39869,41886,40684,43908,40179,41699,40915,42601,42557,40558,41145,44011,42873,44921,43686,981.5964@0.37582982,981.5964,0.37582982,47,+,"(982.6038, 9184.33)(983.604, 3200.63)(984.6023, 6409.26)(985.6059, 1394.94)(986.6022, 1791.73)(987.6232, 397.55)(988.6022, 423.79)"
813.6748@0.37606248,129351,95245,125482,114859,126627,113228,128361,118951,114556,112105,121234,115090,121423,121474,122127,118730,123206,114039,128161,121462,122592,115080,118420,115424,122169,107217,116316,119229,122995,119191,125562,116715,118829,108732,109941,114299,119650,114622,116582,114704,116921,121735,113313,114286,121775,120046,126785,114516,813.6748@0.37606248,813.6748,0.37606248,48,+,"(814.6818, 35978.46)(815.6822, 5926.93)(816.6802, 17698.33)(817.6832, 2399.75)(818.679, 3324.82)(819.6891, 354.43)(820.6971, 642.32)"
545.8156@0.37595835,47443,37620,50849,47566,53458,41917,50731,49986,46456,45876,47343,45600,48831,47655,47856,47609,50618,45796,49554,48912,49502,48065,50087,47334,50950,43708,45958,45296,49985,48946,49257,46175,45773,43534,45330,44391,49482,46957,46309,46631,47880,48646,45407,47808,49390,47795,49265,46779,545.8156@0.37595835,545.8156,0.37595835,48,+,"(546.8229, 18482.13)(547.8276, 1575.06)(548.8217, 4075.06)"
625.8501@0.37660408,57848,70315,61921,63491,64140,66868,64092,60970,68697,59677,64986,64931,67121,63488,64829,61378,66597,62024,67257,62821,65791,61989,68187,59794,65151,66861,66470,62528,68610,62859,68834,62019,67410,61330,66271,63871,65741,64308,64993,62546,67514,65179,66334,63758,64115,64354,64192,64106,625.8501@0.37660408,625.8501,0.37660408,48,+,"(648.8405, 853.88)(626.8576, 17972.96)(627.8605, 2020.76)(628.8557, 8267.77)(629.8636, 1134.16)(630.8538, 1385.6)(664.8191, 1365.1)"
477.8286@0.3769792,180623,141318,196702,170219,195689,159554,187244,180030,169266,172921,189472,170585,174939,173727,186411,173042,190219,169620,191484,177945,182496,179085,179121,171276,181886,161631,174324,166981,178513,180216,181437,175394,175598,166299,166468,164807,180361,166224,170273,174955,178899,173882,179641,166376,174539,176826,181508,170562,477.8286@0.3769792,477.8286,0.3769792,48,+,"(478.836, 69486.88)(479.8421, 4043.42)(480.8339, 14027.62)(481.8377, 727.04)(482.8342, 1199.99)"
257.8925@0.37629166,464137,383126,501705,447889,479042,427852,476618,449239,439525,436080,482343,441151,460117,437188,461199,446376,469425,433677,486557,453406,468345,445282,446057,436135,459682,445369,445849,446622,453340,461607,465234,432980,454380,417675,434911,433306,473396,436258,451717,442253,464991,458917,462449,451052,457464,456408,475236,443872,257.8925@0.37629166,257.8925,0.37629166,48,+,"(258.9001, 190203.16)(259.9031, 5288.77)(260.8984, 24466.06)(261.9016, 577.89)(262.8967, 700.96)"
645.7517@0.37700006,149514,114014,162744,149325,156442,132709,161972,151297,138611,141100,145748,141085,141807,143903,140352,137837,156792,134643,157875,138892,143334,149527,142251,139211,145228,132159,138180,142067,146457,146026,145544,135452,136324,128137,129493,131426,151287,143667,136092,137526,140018,146379,135184,136933,141165,146665,156365,140480,645.7517@0.37700006,645.7517,0.37700006,48,+,"(646.7585, 55759.8)(647.761, 3918.62)(648.7565, 18921.84)(649.7757, 2446.14)(650.755, 2852.01)"
729.7133@0.3767084,137701,103411,137092,122039,130308,118931,129723,126349,124659,120044,131599,120039,128598,120844,127559,122161,132552,119822,134461,123682,127858,120530,124265,121081,130429,114556,123903,121201,128502,126476,129741,122020,122853,113698,120676,119884,125354,119473,123104,121165,125663,127320,123505,120465,123704,124968,134643,123100,729.7133@0.3767084,729.7133,0.3767084,48,+,"(752.698, 668.01)(730.7206, 40625.99)(731.7225, 4449.58)(732.7187, 16089.73)(733.7299, 2151.35)(734.7171, 2899.03)(735.7134, 267.04)(736.7289, 133.0)"
409.8411@0.377375,220399,175156,226787,212736,230001,203537,222767,218527,210956,217557,219314,216429,214789,203591,206501,211879,222695,210649,218042,212384,210266,215778,217961,209553,218903,199922,207830,200054,212762,224219,216554,210904,209222,198146,196693,202649,212045,206184,195646,209631,208965,217932,209857,207549,221496,218078,214408,208269,409.8411@0.377375,409.8411,0.377375,48,+,"(410.8484, 86214.86)(411.8508, 3945.11)(412.8467, 17628.47)(413.85, 928.56)(414.8451, 1186.8)(820.6978, 663.85)"
177.0514@0.3797,103765,1,110823,1,1,113841,1,1,122211,112254,1,1,1,1,1,1,117565,1,1,1,112867,1,1,1,1,103792,1,107343,116418,102961,1,101854,121790,1,124333,1,113530,11559,1,105255,1,108385,110776,1,1,1,1,108514,177.0514@0.3797,177.0514,0.3797,20,+,"(200.0405, 3370.0)(201.0371, 374.87)(377.0918, 513.49)(178.058, 7420.58)(179.0634, 593.98)(216.015, 27155.0)(217.0179, 1899.62)(218.0132, 1819.52)"
189.905@0.37779164,409355,355921,434583,390534,412703,387334,415486,393957,392529,381697,415237,386229,398428,387841,399340,392049,408088,383595,417124,392057,407600,390761,395556,378889,409302,362111,390782,388542,393069,390203,404178,384586,400833,373470,380515,376620,409794,380203,391622,384464,398030,395896,395308,374876,404664,388315,409096,391226,189.905@0.37779164,189.905,0.37779164,48,+,"(190.9124, 163402.34)(191.9155, 3000.84)(192.9107, 20768.14)(193.9131, 335.96)(194.9087, 556.36)(418.7694, 523.87)"
561.7901@0.37697923,137832,106541,142221,125418,144151,123952,145209,133284,129568,133515,141210,126136,134320,128102,135991,132663,136781,125427,142876,127178,141518,133055,130383,132328,134671,121086,127519,130393,133717,133933,134482,124027,129301,119717,122449,120620,135866,123475,128259,127059,131954,131544,132910,125289,134778,130605,138446,126052,561.7901@0.37697923,561.7901,0.37697923,48,+,"(562.7971, 47279.6)(563.7998, 3406.16)(564.7954, 12464.64)(565.7984, 757.0)(566.7949, 1519.01)"
897.636@0.37602082,95612,67029,92176,84161,90403,84448,90716,86922,86358,79754,90658,84579,86772,85410,87439,87524,87667,80678,90990,86885,86211,85447,85246,82536,86155,78904,82379,84720,87151,87265,90048,86435,81988,79350,79513,81943,88031,82831,82798,81942,84860,86361,81517,81293,86889,86674,90588,83634,897.636@0.37602082,897.636,0.37602082,48,+,"(898.6429, 23807.73)(899.6431, 5715.4)(900.6416, 14503.49)(901.6438, 2245.99)(902.639, 3448.67)(903.6479, 534.5)(904.6425, 551.0)"
341.8536@0.37749997,131279,110658,138672,124764,133069,123537,130783,125342,128645,122835,130306,126192,127756,123004,127577,125668,130391,127007,135276,129407,126588,127497,127897,127251,128821,115089,127000,125688,130764,129552,132733,122085,122139,116078,120039,121382,129977,119948,123738,121786,130205,127332,121149,122920,130239,130291,130168,129605,341.8536@0.37749997,341.8536,0.37749997,48,+,"(342.8609, 50868.29)(343.8641, 1952.21)(344.8592, 9653.11)(345.8627, 546.56)(346.8582, 733.66)"
829.6484@0.37739587,112219,80727,104495,92563,101694,99826,105262,96633,95411,90627,99759,93883,96944,96923,102252,98354,100978,94441,102729,97527,100186,97157,97000,90528,98934,91143,96259,95159,98084,98454,101347,97705,95477,92300,95983,93050,101625,91027,95154,95600,94757,95781,94432,94622,99264,97162,101664,95700,829.6484@0.37739587,829.6484,0.37739587,48,+,"(830.6555, 27823.38)(831.6565, 5471.37)(832.6542, 16047.76)(833.656, 2330.87)(834.6522, 3571.6)(835.66, 312.28)(836.6538, 549.5)"
745.6873@0.37787506,133289,102465,127954,121928,125121,118370,127050,120893,116563,112260,123716,116270,119720,119511,123839,119959,124341,113631,126483,118078,124480,117179,117356,117093,121921,108229,121452,115696,124760,116503,124566,116109,119436,106967,114562,114925,124545,115281,119756,116181,122327,115382,116260,114133,121076,120529,126828,118269,745.6873@0.37787506,745.6873,0.37787506,48,+,"(746.6945, 37233.59)(747.6954, 4369.48)(748.6928, 18542.79)(749.6946, 2021.57)(750.6906, 3889.69)(751.6985, 388.7)(752.6954, 493.91)(784.6517, 6342.34)"
913.6093@0.37731242,66910,48137,63162,58099,61140,59564,62406,59581,57451,53399,61722,55703,58674,57788,60130,58901,60641,55141,63009,58064,60571,56023,58062,56757,60320,55563,57100,57459,59224,59170,58650,58789,57277,54727,56870,55200,59835,56010,58318,54433,59537,58684,56425,57142,57944,59995,60792,59857,913.6093@0.37731242,913.6093,0.37731242,48,+,"(914.617, 14896.35)(915.6173, 4089.41)(916.6155, 9947.22)(917.6176, 1542.06)(918.6132, 2721.86)(919.6186, 403.19)"
493.803@0.37799996,472652,387894,1,451398,488094,428025,469669,457188,439967,438835,468032,431640,453194,444635,440442,433297,1,443913,470572,450402,462105,454840,443945,449012,464956,423834,443830,417869,452705,1,448856,441316,425380,417796,413869,428547,449891,438533,433145,446594,435963,458051,444458,447164,457456,461589,462466,446918,493.803@0.37799996,493.803,0.37799996,45,+,"(494.8104, 174714.44)(495.8131, 9204.41)(496.8085, 45821.24)(497.8106, 2702.17)(498.8075, 4287.87)(499.8031, 430.11)(988.6038, 567.93)"
273.8669@0.37833327,1527708,1289940,1545442,1496330,1568583,1438500,1527668,1480295,1495822,1447123,1521925,1444627,1496004,1421527,1452937,1494390,1534435,1440493,1530610,1468087,1488218,1476524,1463363,1436761,1508130,1408555,1440047,1469389,1468813,1471114,1513191,1444085,1455729,1390184,1405753,1449443,1,1428839,1438727,1443269,1495753,1480281,1411328,1,1502910,1,1494862,1463769,273.8669@0.37833327,273.8669,0.37833327,45,+,"(274.874, 598545.3)(275.8768, 15017.86)(276.8723, 111585.61)(277.8749, 2938.95)(278.8705, 3148.71)"
121.9175@0.37812495,1335726,1159174,1380604,1260089,1508985,1242351,1338489,1270045,1433786,1244821,1355988,1249815,1285031,1399868,1279715,1257361,1321896,1255211,1331012,1270981,1305721,1419266,1270022,1237017,1316895,1336625,1267704,1251616,1274212,1275784,1310900,1242685,1287078,1207104,1249339,1217564,1300098,1226350,1262231,1245999,1306171,1288498,1248338,1221647,1318480,1262167,1289626,1244013,121.9175@0.37812495,121.9175,0.37812495,48,+,"(122.9251, 541004.44)(123.928, 4686.79)(124.923, 64682.05)(125.9267, 559.04)(126.921, 1894.61)"
577.7642@0.3782916,224118,180135,216329,207746,218493,199127,214856,209480,207312,201611,212421,212246,213873,202062,206288,203104,215582,201978,213322,207273,208888,210257,214869,205553,214827,207918,211246,200250,211510,211556,210562,213254,210979,207234,196877,210421,218655,200732,201510,204163,210236,219883,200835,206466,218933,224836,218963,205446,577.7642@0.3782916,577.7642,0.3782916,48,+,"(578.7715, 73106.91)(579.7742, 4697.44)(580.7697, 24368.52)(581.7729, 1444.25)(582.7681, 3380.37)(583.762, 509.92)"
929.5827@0.37882754,22820,18533,1,20015,24461,20978,22723,1,20844,22325,24329,19512,20262,20277,1,20102,20345,1,20951,1,24364,1,1,1,21105,1,1,1,25416,1,21717,1,1,1,20426,1,21529,19115,20418,1,21074,23155,20226,18732,20401,1,20477,1,929.5827@0.37882754,929.5827,0.37882754,29,+,"(930.5905, 5717.62)(931.5915, 1401.88)(932.5912, 4319.43)(933.591, 734.07)(934.5873, 1426.7)"
661.7259@0.37824997,192497,152197,192224,173559,190735,174037,189195,180538,175354,172723,190812,173719,180556,175314,182519,177367,182094,174682,189854,175928,184848,175803,178637,174997,183036,165756,181483,171494,187683,178713,183848,174433,182053,165317,175119,172623,185320,174212,175707,168646,180987,178653,177470,173710,182012,178867,188073,173551,661.7259@0.37824997,661.7259,0.37824997,48,+,"(662.7328, 57709.42)(663.7355, 4386.74)(664.731, 25066.69)(665.7383, 2330.87)(666.7291, 4098.38)(667.7405, 558.52)(668.7273, 394.32)"
845.622@0.37852082,53816,41304,49114,46882,49272,49323,50091,45756,46621,43715,47936,45480,47284,47447,47533,46105,47968,45143,50579,46466,47351,43817,47512,46431,47896,45478,46173,46398,47828,47244,47502,44560,47233,37082,45959,46177,47704,44648,45773,42837,46753,46612,45148,44800,41254,46302,49304,46727,845.622@0.37852082,845.622,0.37852082,48,+,"(846.6294, 11339.02)(847.6314, 2451.79)(848.6283, 7693.94)(849.6338, 1158.3)(850.6276, 2298.6)(851.635, 136.26)(852.6266, 359.13)"
425.8154@0.3787659,437553,365150,1,407337,439935,402225,446011,415145,410721,403996,438465,406362,417850,407722,421094,410790,426085,401125,442176,404843,428427,406222,410325,406722,430223,392633,410710,401278,422101,411813,425452,406520,412120,382476,403130,389945,430132,390273,402793,399578,424426,408862,419837,401480,417869,411743,435741,402831,425.8154@0.3787659,425.8154,0.3787659,47,+,"(426.8229, 156081.98)(427.8251, 6940.78)(428.8209, 40574.93)(429.8236, 2230.07)(430.8193, 3908.47)(431.8365, 223.12)"
761.6607@0.37922916,72775,60049,70121,69446,69283,67732,69575,66349,66626,62352,70651,61752,67120,65544,67792,64329,67902,62990,72305,65306,69849,62516,66179,64941,69589,65130,66360,63479,67602,66203,66683,65633,69467,62447,66612,62490,68472,61174,66078,63569,68159,65438,67884,65470,66583,67918,70128,64905,761.6607@0.37922916,761.6607,0.37922916,48,+,"(762.6678, 18529.05)(763.6698, 2772.88)(764.6667, 10947.88)(765.6691, 1233.84)(766.6645, 2529.96)(767.6879, 116.47)(800.6265, 6273.75)"
357.8276@0.37920836,236589,203484,231217,220316,226174,220877,234260,220956,222802,220336,229937,216541,224735,219192,222600,220713,230719,220398,231709,223312,228183,217890,224451,219004,230605,216349,216350,218891,227304,221938,226290,221229,218723,208927,218008,212341,230849,213474,216741,216140,227661,220598,218126,215330,222156,223341,225690,222533,357.8276@0.37920836,357.8276,0.37920836,48,+,"(358.8346, 85559.4)(359.8375, 3540.9)(360.8329, 22502.86)(361.8361, 948.42)(362.8316, 2383.23)"
677.6994@0.37920833,132051,105450,128240,120369,123397,118660,124415,117904,118493,114094,125740,114680,119285,115688,121201,119729,124860,114625,128171,117598,122808,115029,119314,113989,124827,113798,117885,114843,120885,120376,122361,116349,119719,108924,115464,115990,123993,113352,117130,110988,120269,115720,118556,116580,120170,118675,124033,114491,677.6994@0.37920833,677.6994,0.37920833,48,+,"(678.7065, 37990.45)(679.7088, 3133.77)(680.705, 19800.29)(681.709, 1591.59)(682.7032, 3800.3)(683.715, 404.05)(684.6976, 468.32)"
593.7382@0.3795416,189677,153098,185361,171763,178401,170144,184354,170875,175446,170860,177571,166912,175188,167995,177108,169000,180128,165785,181295,176934,175311,168537,173776,164477,178109,170295,173217,164292,175404,173047,175688,169442,170813,161340,166556,165841,176431,166129,168973,162764,175908,172694,172347,173162,176282,173057,176621,168530,593.7382@0.3795416,593.7382,0.3795416,48,+,"(594.7455, 59475.43)(595.7479, 4357.94)(596.7435, 25487.67)(597.7464, 1887.69)(598.742, 4444.5)(599.7434, 391.53)"
205.8791@0.37945828,749696,672936,918515,751471,753909,721489,745459,730142,892703,732403,753245,726862,717255,695720,714738,716125,746849,722075,752249,895179,727846,737823,725748,713811,729970,883463,709590,711163,713321,902816,727485,734986,721069,718220,699451,696856,727991,722265,703313,869507,726262,895636,721355,888560,724645,740363,733887,889649,205.8791@0.37945828,205.8791,0.37945828,48,+,"(206.8867, 347322.28)(207.8896, 6209.3)(208.8849, 64565.63)(209.8878, 1087.81)(210.8827, 4000.4)(450.7214, 650.5)(412.7602, 2862.26)"
207.8773@0.37956414,165964,144533,1,155223,158999,156367,164448,155753,1,150871,161150,152653,155214,153927,157056,152546,162131,153383,159930,1,156923,152146,152924,151558,161305,1,154073,151962,158475,1,157278,153764,158667,146900,154138,147784,156761,147528,154263,1,154947,1,153665,1,159565,155951,158969,1,207.8773@0.37956414,207.8773,0.37956414,39,+,"(208.8843, 68383.9)(209.8874, 1402.75)(210.8826, 4384.02)"
291.8389@0.3803333,1,252668,295165,1,285800,278916,1,260399,1,1,1,265681,281711,258762,265410,1,1,1,291590,271726,1,1,1,1,1,1,265828,1,281675,271271,283587,255854,1,1,1,1,285380,268653,258647,267396,1,274462,277923,1,1,259479,1,253383,291.8389@0.3803333,291.8389,0.3803333,24,+,"(292.8463, 123390.02)(293.849, 3406.03)(294.8443, 11274.48)(295.8467, 331.95)"
511.7752@0.3796956,176718,144388,175623,1,170756,160513,174687,165631,1,159059,172572,160676,167225,163219,169345,160650,171735,158793,166688,160446,164047,160762,164199,158360,169635,171782,164986,166734,163364,160746,169787,161144,162846,149967,158553,155370,169953,154726,162727,158351,167162,162379,163512,153546,161460,164350,169344,160975,511.7752@0.3796956,511.7752,0.3796956,46,+,"(534.7618, 6779.87)(512.7827, 73598.06)(513.7856, 4409.81)(514.7808, 9004.8)(515.7994, 576.45)(516.7791, 745.76)(550.7357, 14664.94)"
