# Notes : All Entities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Technology : MassHunterQual.UNIDENTIFIED_COMPOUNDS.S083_2017_Jun_06_19_20_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Owner : gxuser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Created On : Tue Jun 06 19:27:02 EDT 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound,MZ002H-Pool01-P008B3-S083-T00(raw),MZ002H-Pool01-P008B3-S083-T12(raw),MZ002H-Pool02-P008B3-S083-T00(raw),MZ002H-Pool02-P008B3-S083-T12(raw),MZ002H-Pool03-P008B3-S083-T00(raw),MZ002H-Pool03-P008B3-S083-T12(raw),MZ002H-Pool04-P008B3-S083-T00(raw),MZ002H-Pool04-P008B3-S083-T12(raw),MZ002H-Pool05-P008B3-S083-T00(raw),MZ002H-Pool05-P008B3-S083-T12(raw),MZ002H-Pool06-P008B3-S083-T00(raw),MZ002H-Pool06-P008B3-S083-T12(raw),MZ002H-Pool07-P008B3-S083-T00(raw),MZ002H-Pool07-P008B3-S083-T12(raw),MZ002H-Pool08-P008B3-S083-T00(raw),MZ002H-Pool08-P008B3-S083-T12(raw),MZ002H-Pool09-P008B3-S083-T00(raw),MZ002H-Pool09-P008B3-S083-T12(raw),MZ002H-Pool10-P008B3-S083-T00(raw),MZ002H-Pool10-P008B3-S083-T12(raw),MZ002H-Pool11-P008B3-S083-T00(raw),MZ002H-Pool11-P008B3-S083-T12(raw),MZ002H-Pool12-P008B3-S083-T00(raw),MZ002H-Pool12-P008B3-S083-T12(raw),MZ002H-Pool13-P008B3-S083-T00(raw),MZ002H-Pool13-P008B3-S083-T12(raw),MZ002H-Pool14-P008B3-S083-T00(raw),MZ002H-Pool14-P008B3-S083-T12(raw),MZ002H-Pool15-P008B3-S083-T00(raw),MZ002H-Pool15-P008B3-S083-T12(raw),MZ002H-Pool16-P008B3-S083-T00(raw),MZ002H-Pool16-P008B3-S083-T12(raw),MZ002H-Pool17-P008B3-S083-T00(raw),MZ002H-Pool17-P008B3-S083-T12(raw),MZ002H-Pool18-P008B3-S083-T00(raw),MZ002H-Pool18-P008B3-S083-T12(raw),MZ002H-Pool19-P008B3-S083-T00(raw),MZ002H-Pool19-P008B3-S083-T12(raw),MZ002H-Pool20-P008B3-S083-T00(raw),MZ002H-Pool20-P008B3-S083-T12(raw),MZ002H-Pool21-P008B3-S083-T00(raw),MZ002H-Pool21-P008B3-S083-T12(raw),MZ002H-Pool97-P008B3-S083-T00(raw),MZ002H-Pool97-P008B3-S083-T12(raw),MZ002H-Pool98-P008B3-S083-T00(raw),MZ002H-Pool98-P008B3-S083-T12(raw),MZ002H-Pool99-P008B3-S083-T00(raw),MZ002H-Pool99-P008B3-S083-T12(raw),Compound Name,Mass,Retention Time,Frequency,Ionization mode,CompositeSpectrum
308.1761@1.243,1,1,1,1,1,1,1,1,1,1,47224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,308.1761@1.243,308.1761,1.243,1,+,"(639.3441, 2787.27)(640.3358, 1362.32)(641.3211, 587.71)(309.183, 6386.78)"
446.2332@1.2969999,1,1,1,1,1,1,1,1,1,1,197865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,56527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,446.2332@1.2969999,446.2332,1.2969999,2,+,"(447.2405, 18412.14)(448.2369, 7861.48)(449.2349, 2522.07)"
584.2086@1.26,1,1,15619,1,1,1,1,1,1,1,17682,1,1,1,17024,1,1,1,1,15121,1,1,1,16773,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14377,1,1,584.2086@1.26,584.2086,1.26,6,+,"(585.2154, 6227.7)(586.22, 1929.32)"
143.037@1.3111429,1,27709,1,1,1,1,1,1,1,1,28902,1,1,24898,1,1,1,1,27494,1,1,1,1,23999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25479,1,1,1,25080,1,1,1,1,1,143.037@1.3111429,143.037,1.3111429,7,+,"(144.0441, 9546.81)(145.0494, 1424.96)"
233.0704@1.3104999,1,27249,1,26504,1,1,1,1,1,1,28810,31739,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,233.0704@1.3104999,233.0704,1.3104999,4,+,"(234.0772, 7871.13)(467.1531, 1064.39)"
575.3143@1.3166666,1,1,24376,1,1,1,1,1,1,1,29325,1,1,1,1,1,1,1,29871,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,575.3143@1.3166666,575.3143,1.3166666,3,+,"(598.2985, 909.87)(576.3221, 8849.81)(614.2768, 1155.51)"
476.2508@1.3145,1,1,1,1,1,1,1,1,1,1,37353,1,1,1,1,1,1,1,39727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,476.2508@1.3145,476.2508,1.3145,2,+,"(477.2581, 5909.87)(478.2553, 2305.27)(479.2528, 3516.57)"
514.2591@1.322,1,1,45313,1,1,1,1,1,1,1,51995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,32957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,514.2591@1.322,514.2591,1.322,3,+,"(515.2654, 10033.64)(516.2692, 3903.67)(517.2624, 3277.42)(553.2254, 2535.88)"
386.2158@1.3016666,1,1,60258,59755,1,1,1,1,1,1,62979,1,1,65844,1,1,1,1,1,1,1,1,1,1,1,1,72685,1,1,1,1,1,1,1,1,1,1,1,1,1,81993,1,1,1,1,1,1,1,386.2158@1.3016666,386.2158,1.3016666,6,+,"(409.2095, 6137.4)(387.221, 12838.58)(388.2149, 2288.83)(389.2053, 9699.3)(773.4385, 1114.6)(774.4406, 641.55)"
290.8099@1.4115,1,1,1,1,1,1,1,1,1,55717,66942,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,290.8099@1.4115,290.8099,1.4115,2,+,"(291.8172, 9948.28)(292.8181, 310.72)"
430.2273@1.459125,1,1,1,1,1,1,1,1,1,1,80784,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,96129,1,78757,1,1,1,1,95464,1,1,1,57875,1,75019,106907,1,67993,1,1,430.2273@1.459125,430.2273,1.459125,8,+,"(431.2304, 9989.81)(432.2376, 1376.01)(433.2276, 11286.0)(434.2216, 2337.83)(861.447, 490.64)"
337.1383@1.4627273,212768,1,188726,1,1,1,1,1,1,16969,190425,1,1,1,1,1,1,1,1,194697,1,262771,1,19281,1,1,1,1,1,1,1,1,185826,1,1,1,1,1,255309,1,186286,1,1,1,238277,1,1,1,337.1383@1.4627273,337.1383,1.4627273,11,+,"(338.1468, 7782.22)(376.1079, 847.49)(675.2843, 43873.32)(676.2876, 11756.88)(677.2944, 3324.75)"
506.2594@1.59775,1,1,1,1,1,1,1,1,1,1,45349,1,1,1,1,1,1,719429,1,1,1,1,1,1,704987,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,737501,1,1,1,1,1,1,506.2594@1.59775,506.2594,1.59775,4,+,"(507.2616, 3878.05)(508.2602, 2805.12)(509.2473, 6979.65)(510.2517, 1661.98)"
235.1094@1.5287777,1,101570,1,75067,1,1,1,1,104163,1,147284,1,1,1,1,99713,1,1,80097,1,1,1,1,1,88416,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,84981,1,86176,1,1,1,235.1094@1.5287777,235.1094,1.5287777,9,+,"(236.1181, 3983.91)(237.1223, 1250.23)(471.2254, 12587.46)(472.2422, 1498.8)"
384.7183@1.5275,1,1,1,1,1,1,1,1,1,1,41594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,384.7183@1.5275,384.7183,1.5275,2,+,"(385.7258, 8252.89)(386.7257, 3074.18)(387.7104, 2158.06)(770.4447, 613.44)(771.441, 429.81)"
386.2145@1.51525,1,1,85373,1,1,1,1,1,1,1,99729,1,1,83503,1,1,1,1,1,1,1,1,1,1,1,1,82328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,386.2145@1.51525,386.2145,1.51525,4,+,"(387.2218, 12593.6)(388.216, 1406.65)(389.2168, 13667.42)"
285.1695@1.5275999,317903,1,380436,1,1,1,1,1,1,1,375426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,389500,1,1,1,1,1,1,1,1,336538,1,1,1,1,1,1,285.1695@1.5275999,285.1695,1.5275999,5,+,"(286.1767, 44203.04)(287.1781, 6165.21)(609.3043, 2463.8)(610.2996, 1475.17)(611.3116, 706.48)(571.3441, 1384.57)"
396.2113@1.564,1,1,1,1,1,1,1,1,1,1,80135,1,85383,79705,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,396.2113@1.564,396.2113,1.564,3,+,"(397.2186, 23042.98)(398.2163, 7397.37)"
227.1638@1.587,1,1,1,1,1,1,1,1,1,1,43539,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,227.1638@1.587,227.1638,1.587,1,+,"(228.1708, 14105.07)(266.1305, 1330.65)"
472.2576@1.6018751,1,1,56339,1,1,1,1,1,1,1,44141,36887,1,1,1,1,1,1,1,1,1,1,1,1,1,45551,37856,1,1,1,1,1,1,1,40540,1,37959,1,1,1,1,1,1,1,41934,1,1,1,472.2576@1.6018751,472.2576,1.6018751,8,+,"(473.267, 11174.73)(474.274, 2389.4)(475.272, 5141.84)"
649.3138@1.6301666,1,1,47021,46486,1,1,1,1,1,1,48251,1,1,1,1,1,1,1,47854,1,1,1,1,1,1,1,44501,1,1,1,1,1,1,1,1,1,49544,1,1,1,1,1,1,1,1,1,1,1,649.3138@1.6301666,649.3138,1.6301666,6,+,"(650.321, 2896.18)(651.3198, 1427.38)(652.329, 13094.27)"
487.2442@1.6064999,1,1,1,1,1,1,1,1,1,1,976918,1,1,1,1,1,1,1,1118487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,487.2442@1.6064999,487.2442,1.6064999,2,+,"(488.2515, 161491.58)(489.2542, 32501.84)(490.261, 30510.51)(491.262, 5896.14)"
423.2137@1.5309999,1,1,1,1,1,1,1,1,1,1,116111,1,1,1,1,1,1,1,1,1,1,24023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,423.2137@1.5309999,423.2137,1.5309999,2,+,"(424.221, 7477.49)(425.2268, 4395.72)(426.2221, 1828.92)"
262.1318@1.528,1,140941,1,1,1,1,1,1,1,1,159383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,262.1318@1.528,262.1318,1.528,2,+,"(263.1391, 38520.87)(264.1423, 3092.08)"
278.1307@1.6694168,1,122180,1,128872,1,1,1,1,158546,95221,159682,1,1,1,1,1,1,116822,1,1,1,1,1,1,97800,1,1,1,1,116511,1,1,1,1,1,1,1,1,1,1,151636,140439,1,107610,1,118362,1,1,278.1307@1.6694168,278.1307,1.6694168,12,+,"(279.1398, 17682.16)(280.1368, 4212.21)(281.1475, 31432.21)(282.149, 3738.89)"
309.1948@1.62475,1,1,1,1,1,1,2637976,2629384,1,1,2544444,2571369,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2149887,2081439,1,1,1,1,1,1,2270466,2309376,1,1,1,1,1,1,309.1948@1.62475,309.1948,1.62475,8,+,"(310.2016, 1012659.4)(311.205, 161182.78)(312.2065, 18637.13)(313.2075, 1981.03)"
253.1318@1.62525,1,1,1,1,1,1,81621,81833,1,1,80455,81740,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62365,61439,1,1,1,1,1,1,71597,77173,1,1,1,1,1,1,253.1318@1.62525,253.1318,1.62525,8,+,"(254.1389, 28212.08)(255.1426, 4426.82)(256.1459, 929.88)"
788.3651@1.6865001,1,1,1,1,1,1,1,1,1,1,85321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,78842,1,1,1,1,1,788.3651@1.6865001,788.3651,1.6865001,2,+,"(789.3723, 668.49)(790.3896, 224.62)(791.3797, 31750.21)"
791.3744@1.691,1,1,1,1,1,1,1,1,1,1,62274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64849,1,1,1,1,1,791.3744@1.691,791.3744,1.691,2,+,"(792.3816, 10635.79)(793.3783, 9568.75)(794.3799, 3513.45)(795.3781, 1495.95)"
355.2215@1.726,1,1,1,1,1,1,1,1,1,1,40528,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,355.2215@1.726,355.2215,1.726,1,+,"(356.2288, 11769.86)(749.4033, 634.97)"
246.1207@1.7656666,1,1,1,1,1,1,1,1,1,1,17352,1,1,1,1,18051,1,1,1,1,1,16585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,246.1207@1.7656666,246.1207,1.7656666,3,+,"(269.1071, 891.85)(247.1283, 5614.61)(248.1292, 1025.54)"
452.9933@1.753,1,1,1,1,1,1,1,1,1,1,36529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,452.9933@1.753,452.9933,1.753,1,+,"(454.0006, 8329.82)(455.0004, 267.95)"
460.8954@1.7363334,1,1,36176,32193,1,1,1,1,1,1,55163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,460.8954@1.7363334,460.8954,1.7363334,3,+,"(461.9055, 5076.66)(462.9121, 473.46)(463.9121, 1044.6)"
377.1224@1.766,1,1,1,1,1,1,1,1,1,1,13034,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,377.1224@1.766,377.1224,1.766,1,+,"(378.1297, 5164.84)(379.1308, 761.42)"
641.8152@1.84525,1,1,1,1,1,1,335478,1,1,1,407660,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,336467,62210,1,1,1,641.8152@1.84525,641.8152,1.84525,4,+,"(642.822, 31966.9)(643.8286, 3559.47)(644.8256, 947.64)"
228.0479@1.8165,1,1,1,16788,1,1,1,1,1,1,20462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,228.0479@1.8165,228.0479,1.8165,2,+,"(229.0551, 9551.85)(230.0586, 1129.91)"
458.8477@1.7749999,1,1,1,1,1,1,1,1,23093,1,25536,1,1,1,1,1,1,1,1,24822,1,1,1,1,19471,1,1,1,1,1,1,1,1,1,22990,1,1,1,1,1,22504,1,1,1,22206,1,1,1,458.8477@1.7749999,458.8477,1.7749999,7,+,"(459.8536, 5358.62)(460.8589, 1169.0)(461.8564, 547.38)(497.811, 1044.68)"
366.2115@1.796,1,1,1,1,1,1,1,1,1,1,24279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,366.2115@1.796,366.2115,1.796,1,+,"(755.4117, 708.47)(367.2188, 14565.36)"
337.8307@1.8065,1,1,1,1,1,1,1,1,1,1,283948,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,365341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,337.8307@1.8065,337.8307,1.8065,2,+,"(338.8374, 64225.64)(339.8371, 2038.98)(340.8314, 1638.99)(341.8257, 259.99)"
171.958@1.833,1,1,1,1,1,1,1,1,1,1,60380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171.958@1.833,171.958,1.833,1,+,"(172.9653, 9598.21)(173.9638, 495.61)"
220.1@1.855,1,1,1,1,1,1,1,1,1,1,43485,1,1,31802,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23347,1,1,1,1,1,1,1,1,1,1,1,220.1@1.855,220.1,1.855,3,+,"(221.1025, 6311.01)(222.1027, 2199.49)"
311.1202@1.8593334,1,1,1,1,1,1,1,1,1,1,36718,1,1,35925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41286,1,1,1,1,1,1,1,1,1,1,311.1202@1.8593334,311.1202,1.8593334,3,+,"(334.1123, 910.94)(312.1275, 7316.49)(313.1294, 3368.92)(314.1153, 795.79)"
302.1455@1.8323332,1,80278,1,1,1,1,1,1,1,1,19185,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,101369,1,1,1,1,1,1,1,1,1,1,1,1,1,302.1455@1.8323332,302.1455,1.8323332,3,+,"(303.1527, 3348.17)(304.1577, 1608.1)(305.1431, 15170.54)(306.1481, 2891.78)(307.1424, 7949.42)"
228.1467@1.8873333,1,1,1,1,1,1,1,1,1,1,229888,232806,1,1,1,1,1,240693,1,191422,1,1,1,1,188200,205395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,228.1467@1.8873333,228.1467,1.8873333,6,+,"(229.1542, 62044.79)(230.1581, 6549.65)"
247.0094@1.9085,1,1,1,1,1,1,1,1,60998,55035,56132,50209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,247.0094@1.9085,247.0094,1.9085,4,+,"(248.0167, 12087.98)(249.0204, 1201.09)(250.0135, 2060.8)"
307.7854@1.9192,1,1,18468,1,1,1,1,1,1,1,19065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17382,1,1,1,1,1,18639,1,1,1,1,1,1,1,19810,1,1,1,1,1,1,1,307.7854@1.9192,307.7854,1.9192,5,+,"(308.7924, 7197.67)(309.7932, 429.78)"
287.1522@1.92125,1,1,1,1,1,1,1,1,1,1,56814,1,1,1,1,1,1,1,1,58740,1,1,1,1,1,1,1,1,1,1,1,1,1,56715,72280,1,1,1,1,1,1,1,1,1,1,1,1,1,287.1522@1.92125,287.1522,1.92125,4,+,"(288.1588, 2543.79)(575.3121, 11284.64)"
388.901@1.9753333,1,1,1,1,1,1,1,1,46563,38127,47815,36519,1,1,1,1,1,36895,1,1,1,33578,1,1,1,1,1,1,1,33789,1,1,1,1,36358,1,1,1,1,1,1,1,1,1,1,1,43237,1,388.901@1.9753333,388.901,1.9753333,9,+,"(411.8914, 3085.05)(412.8867, 589.5)(413.8994, 723.52)(389.9082, 5858.01)(390.9039, 773.01)"
673.3437@1.959,1,1,1,1,1,1,1,1,1,1,61961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,673.3437@1.959,673.3437,1.959,1,+,"(674.3509, 16876.93)(675.3461, 3349.5)(676.3457, 2875.97)"
814.4287@1.994,1,1,1,1,1,1,1,1,1,1,17690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,814.4287@1.994,814.4287,1.994,1,+,"(815.436, 5224.16)(816.4369, 2689.13)(817.4277, 994.99)"
301.1283@1.9915,1,1,1,1,1,1,1,1,78422,50836,50479,56770,1,1,1,1,1,58529,69690,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,301.1283@1.9915,301.1283,1.9915,6,+,"(302.1401, 13769.4)(303.1407, 2738.2)(304.1479, 1421.26)"
465.2275@1.9109999,1,1,1,1,1,1,1,1,1,1,56829,1,1,66818,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53797,1,1,1,1,1,1,1,1,1,465.2275@1.9109999,465.2275,1.9109999,3,+,"(466.2347, 15396.18)(467.2313, 4103.66)(468.2365, 11921.73)"
284.1391@2.0279999,1,1,1,1,1,1,1,1,1,1,2800631,2523279,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,284.1391@2.0279999,284.1391,2.0279999,2,+,"(285.1464, 729760.8)(286.15, 116739.45)(287.1518, 14697.6)"
411.152@2.03,1,1,1,1,1,1,1,1,1,1,21605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,411.152@2.03,411.152,2.03,1,+,"(412.1593, 6884.5)(413.1617, 1656.27)"
430.2139@2.032,1,1,1,1,1,1,1,1,1,1,438092,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,430.2139@2.032,430.2139,2.032,1,+,"(431.2212, 13766.53)(432.2215, 7877.68)(433.2327, 91048.02)(434.2357, 24583.59)"
309.133@2.04,1,1,1,1,1,1,1,1,1,1,175106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,309.133@2.04,309.133,2.04,1,+,"(310.1403, 13224.39)(311.1394, 2125.74)(312.1319, 1318.13)"
471.222@2.0509999,1,1,1,1,1,1,1,1,1,190024,199176,185959,1,1,1,1,1,196180,1,1,1,1,1,1,1,1,1,1,1,1,1,188143,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,471.222@2.0509999,471.222,2.0509999,5,+,"(472.2288, 42660.21)(473.2346, 13473.8)(474.24, 10652.87)"
443.2073@2.0253334,1,1,1,1,1,1,412282,1,1,108475,189982,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,443.2073@2.0253334,443.2073,2.0253334,3,+,"(909.3868, 3289.41)(444.2145, 140948.44)(445.2168, 12316.83)"
184.0527@2.0525,1,1,1,1,1,1,1,1,21541,1,22152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,184.0527@2.0525,184.0527,2.0525,2,+,"(391.098, 315.6)(185.06, 5356.33)(186.0635, 730.16)(187.0551, 530.77)"
194.0831@2.0515,1,1,1,1,1,1,1,1,1,1,17511,29413,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,194.0831@2.0515,194.0831,2.0515,2,+,"(195.0899, 6902.46)(196.094, 1440.7)(427.1258, 478.96)"
238.0964@2.052,1,1,1,1,1,1,1,1,1,1,331449,311847,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,238.0964@2.052,238.0964,2.052,2,+,"(239.1037, 103599.89)(240.1067, 14577.95)"
339.218@2.052,1,1,1,1,1,1,1,1,1,1,2585781,2187611,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,339.218@2.052,339.218,2.052,2,+,"(340.2252, 764105.44)(341.2283, 157126.0)"
246.1445@2.054,1,1,1,1,1,1,1,1,1,1,24203,16960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,246.1445@2.054,246.1445,2.054,2,+,"(247.1518, 7548.52)(248.1521, 802.28)"
492.3048@2.058,1,1,1,1,1,1,1,1,1,1,49669,38152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,492.3048@2.058,492.3048,2.058,2,+,"(493.3124, 13497.16)(494.3151, 3730.78)(495.3169, 932.55)(531.2645, 2763.45)"
489.9013@2.058,1,1,1,1,1,1,1,1,1,1,18615,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,489.9013@2.058,489.9013,2.058,1,+,"(490.9086, 5885.08)(491.9122, 632.64)"
340.1587@2.0595002,1,1,1,1,1,1,1,1,1,1,62748,42877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,340.1587@2.0595002,340.1587,2.0595002,2,+,"(363.1487, 7860.64)(364.1463, 696.2)(365.1403, 3593.65)(341.1659, 8924.06)(379.1191, 2219.21)(380.1143, 1201.69)"
572.3092@2.076111,38695,1,1,1,1,1,71638,1,1,1,42605,1,1,1,1,47753,1,1,1,1,1,1,1,29462,38477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,55892,32742,1,1,54734,1,1,1,572.3092@2.076111,572.3092,2.076111,9,+,"(595.3041, 2207.38)(573.3152, 8088.48)(574.3119, 4146.27)(611.2701, 3259.69)"
603.6557@2.1100001,1,1,1,1,1,1,1,1,1,1,216476,1,1,1,1,1,1,1,1,92093,1,1,1,1,1,49796,232848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37111,1,1,603.6557@2.1100001,603.6557,2.1100001,5,+,"(604.6582, 15441.48)(605.6526, 1249.91)(606.6638, 464.86)"
513.2524@2.079,1,1,1,1,1,1,1,1,1,1,20777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,513.2524@2.079,513.2524,2.079,1,+,"(514.2597, 5320.16)(515.2665, 4119.14)"
385.2238@2.1595998,1,1,1,1,1,1,39613,1,1,1,42746,1,1,1,1,1,1,1,1,1,1,41396,1,1,1,1,1,1,1,1,1,1,1,1,1,1,36325,1,1,1,1,1,1,1,1,1,1,34521,385.2238@2.1595998,385.2238,2.1595998,5,+,"(386.2321, 9946.87)(771.4497, 428.55)"
471.5979@2.1498332,1,1,1,1,1,1,1,1,44784,43443,48668,1,1,1,1,1,1,1,55077,1,1,1,1,1,1,1,42606,1,1,1,1,1,1,1,1,1,1,1,1,1,46520,1,1,1,1,1,1,1,471.5979@2.1498332,471.5979,2.1498332,6,+,"(494.5913, 1830.39)(495.5895, 613.13)(472.6052, 9502.97)(473.6058, 4357.4)(474.6045, 2323.53)(944.2024, 830.31)(945.209, 583.53)"
