Sample,,,,,,,CLOPIDOGREL SULFATE Results,,IS_SPARTEINE Results,,GALANTAMINE Results,,PIDOTIMOD Results,,AMINOGLUTETHIMIDE Results,,APOMORPHINE HYDROCHLORIDE Results,,AZATADINE MALEATE Results,,AMISULPRIDE Results,,IS_EMETINE Results,,METHYLPHENIDATE HYDROCHLORIDE Results,,METOPROLOL TARTRATE Results,,TACRINE HYDROCHLORIDE Results,,ZIDOVUDINE [AZT] Results,,FAMCICLOVIR Results,,IS_CAFFEINE Results,,ACEBUTOLOL HYDROCHLORIDE Results,,IS_YOHIMBINE Results,,PITAVASTATIN CALCIUM  Results,,METICRANE Results,,IS_SULFAMETHOXAZOLE Results,,PYRIMETHAMINE Results,,TAMSULOSIN HYDRCHLORIDE Results,,TERAZOSIN HYDROCHLORIDE Results,,NOSCAPINE HYDROCHLORIDE Results,,KETOTIFEN FUMARATE Results,,CLOZAPINE Results,,IS_EYTHROMYCINE Results,,METHOCARBAMOL Results,,RANOLAZINE Results,,MEBHYDROLIN NAPHTHALENESULFONATE Results,,ENALAPRIL MALEATE Results,,TENOXICAM Results,,DULOXETINE HYDROCHLORIDE Results,,CARVEDILOL Results,,PREDNISONE Results,,CAMYLOFINE DIHYDROCHLORIDE Results,,DOXAZOSIN MESYLATE Results,,METOLAZONE Results,,SOLIFENACIN SUCCINATE Results,,THIOTHIXENE Results,,DIPYRIDAMOLE Results,,PENBUTOLOL SULFATE Results,,BENZTHIAZIDE Results,,DABIGATRAN ETEXILATE MESYLATE Results,,METHOXSALEN Results,,ENTACAPONE Results,,REBAMIPIDE Results,,TOLAZAMIDE Results,,OLMESARTAN MEDOXOMIL Results,,KETOROLAC TROMETHAMINE Results,,IS_MIFEPRISTONE Results,,MIFEPRISTONE Results,,SULINDAC Results,,LOSARTAN Results,,REPAGLINIDE Results,,DEFLAZACORT Results,,BEZAFIBRATE Results,,ISRADIPINE Results,,DIFLORASONE DIACETATE Results,,ETODOLAC Results,,MEGESTROL ACETATE Results,,IS_IPRIFLAVONE Results,,DANAZOL Results,
,,Name,Data File,Type,Level,Acq. Date-Time,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area,RT,Area
!,!,MZ002H-Pool20-P005C2-S058-T12,MZ002H-Pool20-P005C2-S058-T12.d,Sample,,5/15/2016 9:27 AM,,,1.076,2461723,1.132,2529906,1.289,109787,1.546,583349,1.658,1087113,1.613,24846,1.703,3245973,1.882,1249562,1.949,1364512,1.971,13079778,2.016,4210712,2.049,8327,1.993,2121459,2.016,747831,2.049,8417309,2.072,6208016,2.184,735684,2.228,84645,2.228,1436657,2.273,4095108,2.284,1834926,2.363,1554497,2.374,4428999,2.396,2169186,2.486,1566401,2.542,2375808,2.530,272041,2.553,3123567,2.788,1313185,2.866,301641,2.866,3814237,2.933,648645,3.011,54449,3.067,156566,3.134,7822903,3.067,1960123,3.168,873878,3.213,944116,3.347,1373148,3.291,3093924,3.325,1898396,3.302,504934,3.481,3894436,3.403,5120354,3.515,0,3.671,698756,3.716,14289944,3.705,1356737,3.783,3277417,3.862,3349103,3.862,3334466,4.018,10377,4.018,8821400,4.130,9006895,4.197,7322249,4.242,8000001,4.398,96297,4.398,2863328,4.499,2043750,4.701,6804468,4.812,3979248,4.801,0
!,!,MZ002H-Pool20-P005C3-S059-T12,MZ002H-Pool20-P005C3-S059-T12.d,Sample,,5/15/2016 12:02 PM,,,1.076,2825458,1.121,2691421,1.277,115320,1.546,656284,1.669,615898,1.613,19784,1.691,3954068,1.904,849242,1.949,1289019,1.971,12791308,2.016,3939625,1.893,7845,1.993,2080684,2.016,832712,2.049,7880064,2.072,6660810,2.183,710752,2.228,126851,2.228,1996413,2.273,4279595,2.284,1992579,2.362,1520583,2.385,3557460,2.407,2145830,2.485,1210951,2.541,2398081,2.530,312124,2.553,3071402,2.776,1111944,2.866,298853,2.866,3714048,2.933,443266,3.022,23291,3.067,168416,3.145,6852053,3.067,1486952,3.168,782062,3.213,786012,3.358,936566,3.291,2336513,3.324,1387863,3.302,457639,3.481,5065078,3.403,4416408,3.515,0,3.671,600212,3.716,12269181,3.705,890492,3.783,2777299,3.861,2843163,3.861,2842775,4.018,8399,4.018,8089503,4.130,6979043,4.197,6559331,4.242,7415320,4.398,90653,4.398,2339075,4.499,1894089,4.700,5755223,4.812,3557307,,
!,!,MZ002H-Pool20-P005C4-S060-T12,MZ002H-Pool20-P005C4-S060-T12.d,Sample,,5/15/2016 2:36 PM,,,1.097,3237058,1.131,3669004,1.287,158226,1.544,1194366,1.668,56211,1.634,3822,1.701,6634220,2.137,2315440,1.947,2450813,1.970,21965867,2.014,6988800,2.048,7666,2.003,1051576,2.014,1388867,2.059,14243142,2.070,10584778,2.193,2161612,2.227,390086,2.227,5023960,2.283,7871834,2.294,3422094,2.372,2931980,2.383,5445655,2.417,3811448,2.507,2373218,2.574,151171,2.540,686909,2.562,6372585,2.786,2902546,2.864,472387,2.864,5385322,2.932,533143,3.021,13304,3.066,269031,3.178,11625237,3.077,2967947,3.167,1062786,3.211,1354671,3.401,1654944,3.290,5802020,3.323,2522621,3.301,912548,3.469,6021487,3.401,6601525,3.513,0,3.670,685728,3.715,15406170,3.715,1173504,3.782,3690255,3.871,5042584,3.871,5051049,4.017,7689,4.017,11037771,4.140,11235632,4.196,8459021,4.240,9330202,4.397,136814,4.397,3557647,4.509,2455861,4.699,8256614,4.822,5583627,4.811,15691
!,!,MZ002H-Pool20-P001B1-S005-T00,MZ002H-Pool20-P001B1-S005-T00.d,Sample,,5/15/2016 5:11 PM,,,1.088,2828970,1.133,3231701,1.289,134568,1.547,698481,1.670,555281,1.614,10696,1.692,4223777,1.916,628085,1.949,1791879,1.972,15207175,2.017,5132211,2.050,11253,1.994,2618760,2.017,877700,2.050,10479023,2.072,7333798,2.184,1222578,2.229,126669,2.229,2088901,2.274,5632881,2.285,2619644,2.363,1918828,2.386,5092221,2.408,2583824,2.486,2036615,2.542,1603294,2.531,382239,2.553,4080819,2.777,1635164,2.867,370331,2.867,4976305,2.934,781346,3.012,36993,3.068,122290,3.158,9759812,3.068,2619618,3.158,1058459,3.213,967549,3.359,1611927,3.292,4065538,3.314,2224603,3.303,706609,3.471,3605396,3.404,6849347,3.527,485319,3.672,779512,3.717,16164433,3.717,1770272,3.784,3755959,3.862,3756362,3.862,3721550,4.030,8147,4.019,9839005,4.131,10358368,4.198,9149680,4.243,9052628,4.399,138492,4.399,3516057,4.500,2351275,4.701,8053838,4.813,3968138,4.813,4095943
!,!,MZ002H-Pool20-P001B2-S006-T00,MZ002H-Pool20-P001B2-S006-T00.d,Sample,,5/15/2016 7:46 PM,,,1.074,2600304,1.119,2864328,1.287,119092,1.544,548344,1.667,219284,1.611,18177,1.689,3517535,1.891,538884,1.947,1556816,1.969,13503364,2.014,4488656,2.036,12752,1.991,2692337,2.014,692148,2.047,8891008,2.070,5795249,2.182,840707,2.226,68764,2.226,1419125,2.271,4452803,2.282,2031787,2.372,1648342,2.383,4133441,2.405,2098343,2.484,1745975,2.539,2210216,2.528,273689,2.551,3174785,2.774,1338212,2.864,329528,2.875,4155539,2.931,697137,3.009,56407,3.065,82151,3.144,9110993,3.065,2272972,3.166,891786,3.211,929472,3.356,1420410,3.289,3518998,3.323,2179242,3.311,557450,3.479,2381608,3.401,6343426,3.535,662829,3.669,868871,3.714,16750283,3.714,2586556,3.781,3689507,3.871,3550943,3.871,3550802,4.016,6121,4.016,9791368,4.139,11078314,4.195,9526174,4.240,9068222,4.396,141854,4.396,3431707,4.497,2482473,4.698,8362204,4.821,5331231,4.810,4373049
!,!,MZ002H-Pool20-P001B3-S007-T00,MZ002H-Pool20-P001B3-S007-T00.d,Sample,,5/15/2016 10:20 PM,,,1.065,2378512,1.121,2591328,1.277,104941,1.546,505657,1.669,120997,1.602,13923,1.702,2872668,1.881,1231236,1.949,1288703,1.971,11500080,2.016,3745092,2.049,7105,1.993,2353636,2.016,711604,2.049,7803627,2.072,5939203,2.183,729968,2.228,77666,2.228,1378940,2.273,3937054,2.284,1814904,2.362,1345826,2.385,3426020,2.407,1777567,2.485,1385885,2.541,2289742,2.530,212189,2.553,2680440,2.776,1109240,2.855,266283,2.877,3179566,2.933,585812,3.011,50215,3.067,134939,3.145,7259591,3.067,1860924,3.168,514559,3.213,756833,3.358,1051642,3.291,2852533,3.313,1776607,3.313,447474,3.481,3371829,3.403,4873103,3.526,441853,3.671,712626,3.716,13708744,3.716,715036,3.783,2842218,3.873,3169645,3.873,3164400,4.018,4210,4.018,8612703,4.141,9214732,4.197,8304913,4.242,7728902,4.398,122931,4.398,2820195,4.499,2043355,4.700,6909370,4.812,4057328,4.812,2720308
!,!,MZ002H-Pool20-P001B4-S008-T00,MZ002H-Pool20-P001B4-S008-T00.d,Sample,,5/16/2016 12:55 AM,,,1.074,2343770,1.118,2604826,1.286,107133,1.543,562699,1.666,18386,1.610,17120,1.700,3179062,1.901,701099,1.946,1454621,1.968,12621306,2.013,4108507,2.036,8646,2.002,2497457,2.013,691481,2.058,8375946,2.069,5610468,2.192,758672,2.226,76978,2.226,1391920,2.282,4310188,2.293,2005163,2.371,1472958,2.382,3386967,2.405,1824129,2.483,1572868,2.539,2152200,2.539,252598,2.550,2965843,2.774,1197402,2.863,309017,2.875,3109797,2.930,494906,3.009,60070,3.065,140667,3.143,8321729,3.065,1957335,3.165,235187,3.210,834177,3.356,868355,3.288,2949171,3.322,1935107,3.311,459682,3.467,3275791,3.400,5590980,3.534,493345,3.669,666636,3.713,15335682,3.713,1184255,3.781,2737456,3.870,3086468,3.870,3084399,4.015,4419,4.015,9323625,4.139,10411482,4.194,9663887,4.239,8380187,4.396,124247,4.396,3182988,4.508,2290679,4.709,7620581,4.821,5663546,4.810,3030509
!,!,MZ002H-Pool20-P001B1-S005-T12,MZ002H-Pool20-P001B1-S005-T12.d,Sample,,5/16/2016 3:30 AM,,,1.087,3064473,1.121,3571587,1.277,154324,1.546,1097043,1.669,2757397,1.747,17628,1.691,6062556,2.083,2104120,1.949,2210352,1.971,18176258,2.016,6931991,1.859,18835,1.993,159056,2.016,1038379,2.049,13640407,2.072,8742308,2.184,1883978,2.228,167063,2.228,2739404,2.273,7519835,2.295,3436516,2.363,2673724,2.385,7590083,2.407,3777207,2.497,2762690,2.542,2149597,2.530,585620,2.564,6546580,2.776,2742605,2.866,474886,2.866,6513559,2.933,1124148,3.011,20510,3.067,220805,3.168,11515907,3.067,3427579,3.157,1207606,3.213,1356576,3.403,1960412,3.291,5467455,3.313,2595051,3.302,886962,3.470,6548502,3.403,5922454,3.560,0,3.671,831024,3.716,15648408,3.716,570795,3.783,4006188,3.873,4765103,3.873,4773615,4.018,10445,4.018,11329627,4.141,11165460,4.197,6091768,4.242,10224630,4.398,155509,4.398,3605709,4.499,2671344,4.701,8386755,4.812,4196792,,
!,!,MZ002H-Pool20-P001B2-S006-T12,MZ002H-Pool20-P001B2-S006-T12.d,Sample,,5/16/2016 6:05 AM,,,1.085,2430934,1.130,2740344,1.286,130251,1.544,587443,1.667,289505,,,1.700,3485387,1.902,546872,1.946,1301441,1.969,12763033,2.013,4243144,2.036,11964,1.991,2592729,2.013,748261,2.058,8768506,2.069,6122072,2.192,694243,2.226,85771,2.226,1461954,2.271,4195714,2.293,1989241,2.371,1522223,2.383,3343311,2.405,1980588,2.483,1518250,2.539,2182728,2.528,285372,2.550,3102172,2.774,1162707,2.864,292225,2.875,4013919,2.931,474855,3.009,59925,3.065,100438,3.154,7745544,3.065,1851271,3.166,807702,3.210,908461,3.367,1242843,3.289,3025787,3.322,1628045,3.311,499787,3.479,3086329,3.401,5576570,3.535,425268,3.669,733280,3.714,14092931,3.714,1228354,3.781,3035576,3.870,3519662,3.870,3519019,4.016,5401,4.016,8643885,4.139,8827810,4.195,8109619,4.239,7856657,4.396,108735,4.396,2761937,4.497,2148722,4.698,6746248,4.821,5094715,,
!,!,MZ002H-Pool20-P001B3-S007-T12,MZ002H-Pool20-P001B3-S007-T12.d,Sample,,5/16/2016 8:39 AM,,,1.074,2528681,1.119,2458162,1.287,112145,1.544,525509,1.667,751346,1.690,17736,1.701,2932737,1.913,587902,1.947,1239052,1.969,11385516,2.014,3738116,2.036,7602,1.992,2245108,2.014,751377,2.048,8048580,2.070,6346100,2.182,627618,2.227,77875,2.227,1433848,2.271,3968891,2.283,1821984,2.361,1234732,2.383,3682660,2.406,1735267,2.484,1400145,2.540,2165136,2.529,257806,2.551,2595976,2.786,1026521,2.864,236620,2.864,2762645,2.931,558778,3.010,45985,3.066,165109,3.155,6588616,3.066,1606699,3.166,585804,3.211,798244,3.356,1320050,3.289,2498543,3.312,1594714,3.301,410461,3.468,5221453,3.401,0,,,3.670,505591,3.714,11433490,3.714,576991,3.782,2267394,3.871,3198350,3.871,3199465,4.016,5540,4.016,7404588,4.139,7842263,4.195,7131749,4.240,7028164,4.397,106941,4.397,2555921,4.497,1885991,4.699,5972874,4.811,4043152,,
!,!,MZ002H-Pool20-P001B4-S008-T12,MZ002H-Pool20-P001B4-S008-T12.d,Sample,,5/16/2016 11:14 AM,,,1.076,2173527,1.121,2770667,1.278,111342,1.535,576030,1.658,84790,1.602,12436,1.692,3456498,1.904,559473,1.938,1417045,1.960,13213144,2.005,4412135,2.050,12703,1.994,1591538,2.016,618821,2.050,8910335,2.072,5072212,2.184,616654,2.217,62382,2.229,1205025,2.273,4537844,2.285,2092224,2.363,1548283,2.385,3539269,2.396,2039611,2.486,1655430,2.531,2299131,2.531,246883,2.553,3165519,2.777,1243838,2.866,305103,2.866,3094914,2.922,474478,3.012,67462,3.068,198667,3.146,8191962,3.068,1965030,3.157,241484,3.202,802470,3.359,1187425,3.291,2892350,3.314,1874626,3.303,440247,3.470,5220979,3.403,5110770,3.526,226660,3.672,683851,3.716,14728090,3.716,1393733,3.784,2675489,3.862,3365984,3.862,3350593,4.019,6728,4.019,9988002,4.142,11207080,4.186,9336549,4.242,9168569,4.399,129089,4.399,2705053,4.500,2448308,4.701,7881693,4.813,5416142,4.813,1539500
!,!,MZ002H-Pool20-P006A1-S061-T00,MZ002H-Pool20-P006A1-S061-T00.d,Sample,,5/16/2016 5:50 PM,,,1.075,2460137,1.120,2303756,1.288,98019,1.545,482043,1.668,124082,1.612,37157,1.702,2643078,1.881,1262337,1.948,1298018,1.970,11635122,2.015,3560524,2.048,7153,1.993,2292883,2.015,663387,2.048,7098931,2.071,5431754,2.183,735178,2.227,53452,2.227,1291747,2.272,3821680,2.283,1620141,2.373,1234369,2.384,4232023,2.395,1576889,2.485,1266800,2.541,2311990,2.529,153535,2.552,2607531,2.776,1040194,2.865,293110,2.876,3975807,2.932,428733,3.022,51088,3.066,216659,3.134,7675130,3.066,1893228,3.167,516201,3.212,785080,3.357,1134564,3.290,2607541,3.312,1807504,3.301,386527,3.480,1328212,3.402,3976540,3.525,432838,3.670,901954,3.715,13161970,3.715,2393688,3.782,2954571,3.872,3014276,3.872,3013800,4.017,4466,4.017,9391970,4.140,9668898,4.196,9061451,4.241,6398757,4.398,123390,4.398,2155886,4.498,1822191,4.700,5904395,4.811,4558900,4.811,3615126
!,!,MZ002H-Pool20-P006A2-S062-T00,MZ002H-Pool20-P006A2-S062-T00.d,Sample,,5/16/2016 8:25 PM,,,1.063,2647347,1.119,2711378,1.286,115688,1.544,546235,1.667,988351,1.611,25339,1.700,3367708,1.890,1210749,1.935,1555215,1.969,13010417,2.014,4246553,2.047,6935,2.002,2558613,2.014,652520,2.047,8457713,2.069,6144397,2.181,890881,2.226,50516,2.226,1233760,2.271,4553012,2.282,1955622,2.360,1437204,2.383,5867385,2.394,2044381,2.483,1644204,2.539,2412603,2.528,188051,2.550,3229269,2.774,1413876,2.864,344082,2.875,4722768,2.931,856081,3.009,56122,3.065,216160,3.132,9624767,3.065,2653515,3.166,742919,3.199,1097171,3.345,1852649,3.289,3445305,3.311,2439142,3.311,450182,3.479,1335931,3.401,4596270,3.535,600911,3.669,1077501,3.714,14881402,3.714,4648740,3.781,3589143,3.870,3261865,3.870,3265560,4.016,4827,4.016,10676285,4.139,11742090,4.195,10568781,4.240,7309060,4.396,130622,4.396,2534722,4.497,2070664,4.698,7228604,4.810,5329515,4.810,4125176
!,!,MZ002H-Pool20-P006A3-S063-T00,MZ002H-Pool20-P006A3-S063-T00.d,Sample,,5/16/2016 11:00 PM,,,1.075,2722379,1.119,2709300,1.287,109661,1.545,502901,1.656,2066179,1.612,34912,1.690,3196145,1.891,1223026,1.936,1566850,1.970,13030436,2.014,4346595,1.858,16712,1.992,2566814,2.014,668842,2.048,8438876,2.070,6001813,2.182,949365,2.227,56362,2.227,1208191,2.272,4457631,2.283,1940401,2.361,1440571,2.384,6370613,2.395,2158151,2.484,1764315,2.540,2447175,2.529,187557,2.551,3351516,2.775,1566365,2.876,330704,2.876,4791431,2.932,1118444,3.010,57595,3.066,218639,3.133,9528043,3.066,2898924,3.167,762859,3.200,1052419,3.346,2042795,3.290,4094002,3.312,2390780,3.301,474333,3.480,1312277,3.401,4438724,3.536,557356,3.670,986067,3.715,14492598,3.715,5006257,3.782,3542859,3.871,4928029,3.871,4912087,4.017,12832,4.017,10132935,4.140,11464401,4.196,9975440,4.240,6990531,4.397,127582,4.397,2591277,4.498,1887129,4.699,7194535,4.811,4798007,4.811,4043520
!,!,MZ002H-Pool20-P006A4-S064-T00,MZ002H-Pool20-P006A4-S064-T00.d,Sample,,5/17/2016 1:34 AM,,,1.065,2745835,1.121,2595461,1.288,98277,1.546,373450,1.657,1998079,1.613,36853,1.702,2950233,1.881,1322250,1.937,1393282,1.959,11858659,2.015,3897892,2.038,5847,1.993,2265496,2.015,626517,2.049,7556522,2.071,5893193,2.183,820921,2.217,44249,2.228,1087319,2.273,4195947,2.284,1793819,2.362,1319054,2.373,6036896,2.396,1901547,2.485,1626293,2.541,2509863,2.530,152939,2.552,2960130,2.765,1454028,2.866,306294,2.866,4408058,2.933,1105164,3.011,54305,3.067,227064,3.134,8728874,3.067,3049623,3.156,714824,3.201,1015210,3.358,1767526,3.291,3977029,3.313,2338528,3.302,416129,3.481,1307349,3.402,3883468,3.526,405419,3.671,927330,3.716,13436721,3.716,5066826,3.783,3187262,3.872,6923322,3.872,6913712,4.018,44820,4.018,9051242,4.141,12019741,4.197,9603069,4.241,6177395,4.398,121953,4.398,2420402,4.499,1605415,4.700,6750204,4.812,5503163,4.812,3607794
!,!,MZ002H-Pool20-P006A1-S061-T12,MZ002H-Pool20-P006A1-S061-T12.d,Sample,,5/17/2016 4:09 AM,,,1.076,2346305,1.132,2275460,1.289,86027,1.546,454198,1.602,5190,1.613,32208,1.703,2893367,1.893,1186607,1.949,1024396,1.971,11304297,2.016,3480175,2.050,6610,1.994,2230620,2.016,594714,2.050,7281237,2.072,5259519,2.184,504424,2.228,43978,2.228,1160087,2.273,3593407,2.284,1610090,2.363,1245928,2.374,2900098,2.396,1622076,2.486,1267371,2.542,2325099,2.531,144983,2.542,2634054,2.777,1029508,2.866,287094,2.866,3883740,2.933,95867,3.012,48993,3.067,206410,3.135,7426641,3.067,1925356,3.168,380564,3.202,815838,3.358,1514108,3.291,2591011,3.314,1824799,3.302,368907,3.470,1415047,3.403,3730001,3.526,423775,3.671,984356,3.716,12724564,3.716,1356073,3.783,3035971,3.873,3089830,3.873,3081236,4.018,5290,4.018,9795803,4.141,9777100,4.197,8406656,4.242,6769852,4.399,138513,4.399,2209948,4.499,1865871,4.701,6306404,4.812,4341051,4.812,4088718
!,!,MZ002H-Pool20-P006A2-S062-T12,MZ002H-Pool20-P006A2-S062-T12.d,Sample,,5/17/2016 6:44 AM,,,1.075,2409210,1.120,2535623,1.287,105772,1.545,473606,1.668,98776,1.612,19215,1.690,3302438,1.891,735169,1.936,1450615,1.959,12588544,2.014,4212663,2.048,10156,1.992,2514336,2.014,638509,2.048,8221056,2.070,5538117,2.182,704482,2.216,49087,2.227,1151030,2.272,4192863,2.283,1843535,2.361,1419455,2.384,4731721,2.395,1929205,2.484,1655301,2.540,2433267,2.529,188018,2.551,3180468,2.775,1371686,2.865,327671,2.865,4544268,2.921,606159,3.010,51084,3.066,191228,3.144,9096671,3.066,2579141,3.155,744301,3.200,937034,3.357,2437143,3.290,3523674,3.312,2262113,3.301,445584,3.480,1346817,3.402,4340119,3.525,496208,3.670,1027671,3.715,14199846,3.715,3494871,3.782,3595137,3.871,3453256,3.871,3448965,4.006,8106,4.017,10735821,4.140,10915988,4.196,8974643,4.241,7349959,4.397,131259,4.397,2628445,4.498,1911518,4.699,7407687,4.811,4917768,4.811,4628713
!,!,MZ002H-Pool20-P006A3-S063-T12,MZ002H-Pool20-P006A3-S063-T12.d,Sample,,5/17/2016 9:19 AM,,,1.076,2519600,1.132,2672096,1.289,107377,1.546,467970,1.658,1237516,,,1.692,3353153,1.893,1053653,1.938,1549236,1.960,12677628,2.016,4308028,2.050,15061,1.994,2582801,2.016,648132,2.050,8500833,2.072,6015321,2.184,841172,2.217,50348,2.228,1156137,2.273,4445193,2.284,1805125,2.363,1481868,2.374,6158134,2.396,1999370,2.486,1758414,2.531,2390049,2.531,184202,2.542,3279669,2.765,1526261,2.855,325717,2.866,4746744,2.922,958840,3.012,59546,3.067,216367,3.146,9168941,3.067,2984120,3.157,784131,3.202,1025853,3.358,2150710,3.291,4027164,3.314,2303543,3.302,449860,3.470,1399090,3.403,4249527,3.526,478763,3.672,972903,3.716,14180776,3.716,4118402,3.783,3547918,3.873,4955355,3.873,4934053,4.018,21248,4.018,10089008,4.141,11052184,4.186,8851891,4.242,7154036,4.399,124102,4.387,2603854,4.499,1780586,4.701,7067376,4.813,4523745,4.813,4268845
!,!,MZ002H-Pool20-P006A4-S064-T12,MZ002H-Pool20-P006A4-S064-T12.d,Sample,,5/17/2016 11:54 AM,,,1.065,2550635,1.121,2337280,1.277,89846,1.534,391312,1.657,1850509,1.601,14453,1.691,3209585,1.904,853359,1.937,1490090,1.959,11828864,2.004,4196313,2.038,4596,1.993,2418477,2.015,650856,2.049,8007774,2.060,6025279,2.183,750750,2.217,44700,2.228,1082365,2.273,4135912,2.284,1730809,2.362,1333283,2.373,5936044,2.396,1833954,2.485,1666373,2.530,2481991,2.530,170349,2.541,2951212,2.765,1493022,2.866,316416,2.866,4433290,2.921,1019868,3.011,50417,3.067,216488,3.145,8354834,3.067,3104756,3.156,751828,3.201,1012053,3.358,1563427,3.291,4019568,3.313,2316832,3.302,434095,3.481,1358913,3.402,3786786,3.526,468412,3.671,901020,3.716,13484143,3.716,4167599,3.783,3248635,3.872,6801533,3.872,6789556,4.018,67564,4.018,9530505,4.141,11909574,4.197,8723530,4.241,6527571,4.387,132512,4.387,2612658,4.499,1514769,4.700,7115723,4.812,6015782,4.812,3957830
!,!,MZ002H-Pool20-P007A1-S065-T00,MZ002H-Pool20-P007A1-S065-T00.d,Sample,,5/17/2016 2:28 PM,,,1.085,2233647,1.129,2336356,1.286,90223,1.543,565555,1.666,353806,1.610,16861,1.700,3103876,1.924,396218,1.946,1374176,1.968,11025052,2.013,3802187,2.035,10845,2.002,402896,2.013,664368,2.047,7734238,2.069,5830364,2.181,725937,2.226,68978,2.226,1232056,2.270,4124319,2.281,1747508,2.360,1376641,2.382,4416461,2.393,1889030,2.483,1473884,2.528,2628516,2.528,182676,2.550,3026562,2.774,1189549,2.863,331570,2.863,4483385,2.919,646077,3.009,37797,3.065,317064,3.154,7290202,3.065,2066768,3.165,503073,3.199,816732,3.367,1408432,3.288,3053165,3.311,1803216,3.299,453753,3.467,2034619,3.400,4140118,3.523,447377,3.669,748307,3.713,12056222,3.713,1724474,3.780,2826578,3.870,3331001,3.870,3321581,4.015,3691,4.015,9662240,4.150,8995594,4.194,5833427,4.239,6527569,4.396,131299,4.396,2149748,4.496,1592040,4.698,6229307,4.810,3301382,4.810,4337498
!,!,MZ002H-Pool20-P007A2-S066-T00,MZ002H-Pool20-P007A2-S066-T00.d,Sample,,5/17/2016 5:03 PM,,,1.087,2228007,1.132,2336459,1.289,88469,1.546,605584,1.669,567039,1.613,17576,1.691,3315360,1.926,325539,1.938,1458882,1.960,11117289,2.016,3938010,2.038,5345,1.994,2277021,2.016,703377,2.049,8430626,2.072,6590470,2.184,744274,2.217,69702,2.228,1373478,2.273,4251235,2.284,1846952,2.363,1384725,2.385,4260514,2.396,1880507,2.486,1497483,2.530,2559617,2.530,186147,2.553,3126642,2.765,1252477,2.866,320480,2.866,4561237,2.922,664727,3.011,39221,3.067,333619,3.157,7371922,3.067,2079361,3.157,748837,3.202,824898,3.369,1486453,3.291,3068644,3.313,1840569,3.302,457519,3.470,1921546,3.403,4239543,3.526,479534,3.671,906114,3.716,13393576,3.716,1727799,3.783,3242769,3.873,2876229,3.873,2869355,4.007,4339,4.018,9657470,4.141,9341624,4.186,8457213,4.242,6662324,4.399,117531,4.387,2157973,4.499,1588844,4.701,5913889,4.812,4067570,4.812,3749604
!,!,MZ002H-Pool20-P007A3-S067-T00,MZ002H-Pool20-P007A3-S067-T00.d,Sample,,5/17/2016 7:38 PM,,,1.076,2226786,1.120,2520764,1.277,79055,1.534,609508,1.657,223070,1.612,14880,1.691,3779817,1.926,325909,1.937,1678220,1.959,13091965,2.015,4317520,2.038,6425,1.993,2464707,2.015,640679,2.049,9027076,2.071,5922458,2.183,900204,2.228,71792,2.228,1427438,2.272,4560933,2.284,2011626,2.362,1608977,2.384,4378653,2.395,2045841,2.485,1628773,2.530,2054641,2.530,228313,2.552,3803281,2.776,1328650,2.865,380269,2.865,5261938,2.921,622296,3.011,38421,3.067,363349,3.156,8285902,3.067,2271914,3.156,853120,3.201,897560,3.369,1430905,3.290,3230473,3.313,1988132,3.302,511803,3.469,2409092,3.402,4635061,3.525,462969,3.671,1033764,3.716,13147241,3.716,1493199,3.783,3415543,3.872,2850808,3.872,2844378,4.006,4947,4.018,11045715,4.152,10597276,4.197,9819166,4.241,7805188,4.398,139047,4.398,2515732,4.499,2016572,4.700,6797819,4.812,3653730,4.812,4288991
!,!,MZ002H-Pool20-P007A4-S068-T00,MZ002H-Pool20-P007A4-S068-T00.d,Sample,,5/17/2016 10:12 PM,,,1.076,2324878,1.121,2804868,1.278,103518,1.535,637472,1.602,9807,1.602,16812,1.691,3758081,1.926,185816,1.938,1555895,1.960,13143196,2.016,4331531,2.038,8560,1.993,1298604,2.016,676288,2.049,8770648,2.061,5950422,2.184,829934,2.217,70098,2.228,1345553,2.273,4609623,2.284,2146717,2.363,1499310,2.385,4445946,2.396,1999067,2.486,1657515,2.530,2621666,2.530,219931,2.553,3611709,2.765,1296837,2.866,347372,2.866,4962960,2.922,685265,3.011,37102,3.067,300666,3.157,8465602,3.067,2342880,3.157,806173,3.202,926450,3.381,1696583,3.291,3260757,3.313,2006164,3.302,486214,3.470,1952161,3.403,4499874,3.526,469963,3.671,958275,3.716,13427753,3.716,1272123,3.783,3347234,3.873,3182583,3.873,3175068,4.018,5353,4.018,10486722,4.152,11029152,4.186,9221802,4.242,7167607,4.398,140127,4.387,2411909,4.499,1903980,4.701,6660203,4.812,4284481,4.812,4355373
